map	world	npc	x	y	z	dir	respawn	despawn_at_other	gate
110070000	arena_l_lobby	730576	571.383057	267.393768	129.652359	0	60	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	730644	570.111389	237.775635	130.725021	0	60	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	730940	503.624298	460.202362	134.315765	270	1	TRUE	(GAB1_LIGHT_MATCHMAKER_IN_PVP == 1) && (SpecialServer_Cond == 0)
110070000	arena_l_lobby	730942	490.261505	409.850494	129.930664	270	1	TRUE	(GAB1_LIGHT_MATCHMAKER_IN_PVP == 1) && (SpecialServer_Cond == 0)
110070000	arena_l_lobby	731193	518.141663	409.966888	129.389191	270	1	TRUE	(GAB1_LIGHT_MATCHMAKER_IN_PVP == 1) && (SpecialServer_Cond == 0)
110070000	arena_l_lobby	798514	482.42569	392.874054	127.563004	0	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	798515	482.425751	394.588745	127.563004	0	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	798714	515.20874	431.950562	132.422882	110	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	798715	509.352783	401.241241	127.719833	180	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	802213	491.628632	431.93924	131.830002	70	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	802216	517.014648	435.020233	132.422882	110	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	802437	499.505493	411.488007	127.434982	270	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	802438	508.775909	415.615204	127.434982	135	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	802540	494.65799	409.109924	127.563004	270	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	802541	512.770874	409.067505	127.563004	270	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	804184	509.346405	397.719696	127.563004	180	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	804186	497.352783	401.241241	127.719833	0	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	804187	489.615692	435.09848	131.922882	70	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	804673	497.372314	394.219696	127.563004	0	1	TRUE	SpecialServer_Cond == 0
110070000	arena_l_lobby	804674	497.372314	397.719696	127.563004	0	1	TRUE	SpecialServer_Cond == 0
120010000	dc1	205649	1246.005249	1448.761963	209.942047	270	60	TRUE	SpecialServer_Cond == 0
120010000	dc1	209677	1601.095947	1417.954224	194.891983	0	1	TRUE	SpecialServer_Cond == 0
120010000	dc1	209812	1422.604248	1420.925537	209.0	180	60	TRUE	SpecialServer_Cond == 1
120010000	dc1	730219	943.957703	1123.046997	208.0	10	60	TRUE	SpecialServer_Cond == 0
120010000	dc1	730950	1225.547119	1368.025391	209.571289	180	1	TRUE	GAB1_DARK_TELEPORTER_IN_PEACE_10111 == 1
120010000	dc1	730951	1225.417236	1354.246216	209.571289	180	1	TRUE	GAB1_DARK_TELEPORTER_IN_PEACE_10211 == 1
120010000	dc1	730952	1225.375732	1333.304199	209.571289	180	1	TRUE	GAB1_DARK_TELEPORTER_IN_PEACE_10311 == 1
120010000	dc1	730953	1225.312988	1319.383789	209.571289	180	1	TRUE	GAB1_DARK_TELEPORTER_IN_PEACE_10411 == 1
120010000	dc1	798379	947.153259	1155.884521	197.211105	280	120	TRUE	SpecialServer_Cond == 1
120010000	dc1	798379	949.601563	1156.775269	197.001694	280	120	TRUE	SpecialServer_Cond == 0
120010000	dc1	798409	944.666626	1126.07251	208.0	10	60	TRUE	SpecialServer_Cond == 0
120010000	dc1	798409	944.666626	1126.07251	208.638931	10	60	TRUE	SpecialServer_Cond == 1
120010000	dc1	798452	1253.45874	1495.033203	215.0	120	60	TRUE	SpecialServer_Cond == 0
120010000	dc1	798459	1600.894165	1380.175781	193.571838	0	120	TRUE	SpecialServer_Cond == 0
120010000	dc1	801220	1438.062988	1431.831543	178.0	0	60	TRUE	SpecialServer_Cond == 0
120010000	dc1	801221	1438.131104	1444.508423	178.0	0	60	TRUE	SpecialServer_Cond == 0
120010000	dc1	802020	1602.443604	1415.480713	194.511459	0	1	FALSE	TestServer_Cond == 1
120010000	dc1	831026	1622.6	1400.9	194.9	183	72000	TRUE	WorldRaid_underpass_006 == 1
120010000	dc1	832827	1412.848999	1439.3125	208.904922	270	60	TRUE	(InterServer_Cond == 0) && (SpecialServer_Cond == 0)
120010000	dc1	832842	1395.786377	1434.213135	208.742432	0	60	TRUE	SpecialServer_Cond == 0
120020000	dc2	801224	1551.746948	1405.595581	267.0	30	60	TRUE	SpecialServer_Cond == 0
120020000	dc2	801225	1540.828857	1425.527832	266.652771	30	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	205321	550.0	241.940002	94.480003	270	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	205324	488.55423	314.573669	94.299934	270	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	205325	484.30423	314.585358	94.299934	270	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	205326	469.555634	296.466492	94.299934	0	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	205327	469.612488	300.691803	94.299934	0	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	205490	503.578705	296.473969	94.299934	180	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	205491	503.580505	300.69928	94.299934	180	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207025	497.32132	307.190338	94.167732	225	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207026	475.579071	307.235016	94.167732	315	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207027	495.548645	308.711945	94.114006	225	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207028	477.103027	308.662292	94.114006	315	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207029	503.651611	302.204163	94.167732	180	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207030	503.660217	294.270325	94.167732	180	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207032	486.280975	314.624298	94.167732	270	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207122	549.913818	346.517517	94.735191	270	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	207126	551.27887	346.517517	94.735191	270	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	702561	406.752869	256.039307	93.952896	270	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	702647	395.327209	250.549622	94.643929	0	1	TRUE	(GAB1_DARK_MATCHMAKER_IN_PVP == 1) && (SpecialServer_Cond == 0)
120080000	arena_d_lobby	730427	542.433594	200.702301	96.434006	0	30	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730428	549.029541	214.838028	95.983192	0	30	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730431	578.145508	260.47403	95.814842	0	30	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730462	578.954651	239.277054	95.814842	0	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730482	534.70636	340.776245	96.106415	0	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730484	562.162354	342.492462	96.106415	0	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730577	535.394714	314.258728	96.418228	0	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730645	563.156555	313.99231	96.281616	0	60	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	730941	342.298065	251.134995	100.274193	0	1	TRUE	(GAB1_DARK_MATCHMAKER_IN_PVP == 1) && (SpecialServer_Cond == 0)
120080000	arena_d_lobby	730943	393.321259	236.963409	95.668396	0	1	TRUE	(GAB1_DARK_MATCHMAKER_IN_PVP == 1) && (SpecialServer_Cond == 0)
120080000	arena_d_lobby	731194	393.475952	263.704468	95.572456	0	1	TRUE	(GAB1_DARK_MATCHMAKER_IN_PVP == 1) && (SpecialServer_Cond == 0)
120080000	arena_d_lobby	798716	371.191742	261.231537	98.159607	190	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	798717	400.752869	256.039307	93.952896	270	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	798718	409.48172	228.322418	93.952896	90	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	798719	407.139923	228.31395	93.952896	90	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	802214	371.175476	238.605392	98.029999	170	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	802218	367.860138	262.70871	98.159607	190	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	802439	391.546356	247.074951	94.715607	0	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	802542	395.388062	241.077042	93.952896	0	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	802543	395.448029	259.845825	93.952896	0	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	804194	403.752869	256.039307	93.952896	270	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	804196	400.752869	244.856461	93.952896	90	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	804197	367.630127	237.395157	98.159607	170	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	804675	406.752869	244.906601	93.952896	90	1	TRUE	SpecialServer_Cond == 0
120080000	arena_d_lobby	804676	403.752869	244.906601	93.952896	90	1	TRUE	SpecialServer_Cond == 0
210010000	lf1	801032	830.739258	1249.638062	122.049606	320	60	FALSE	(InterServer_Cond == 0) && (SpecialServer_Cond == 0)
210010000	lf1	801033	830.738647	1249.649048	119.869133	320	60	FALSE	InterServer_Cond == 1
210010000	lf1	801210	818.107056	1257.912354	120.145401	0	60	TRUE	SpecialServer_Cond == 0
210010000	lf1	801211	828.485291	1257.913818	120.201927	180	60	TRUE	SpecialServer_Cond == 0
210020000	lf2	205279	281.958282	2683.412109	268.2258	320	60	TRUE	InterServer_Cond == 0
210020000	lf2	205280	1928.306763	2015.583496	363.0	90	60	TRUE	InterServer_Cond == 0
210020000	lf2	219594	507.571289	1181.834839	275.184662	0	1800	TRUE	(DirectPortalDest_13>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	513.86322	1184.539185	275.087219	0	1800	TRUE	(DirectPortalDest_13>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	515.048462	2390.761475	211.831955	0	1800	TRUE	(DirectPortalDest_12>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	515.262939	2382.333008	212.838516	0	1800	TRUE	(DirectPortalDest_12>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	566.5047	1637.86084	249.642899	0	1800	TRUE	(DirectPortalDest_13>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	574.496887	1643.570557	248.968903	0	1800	TRUE	(DirectPortalDest_13>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	658.576416	2384.518311	210.021378	0	1800	TRUE	(DirectPortalDest_12>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	658.847168	2374.261475	209.670685	0	1800	TRUE	(DirectPortalDest_12>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	841.380188	2351.606201	220.254303	0	1800	TRUE	(DirectPortalDest_12>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	847.672119	2354.310547	219.919388	0	1800	TRUE	(DirectPortalDest_12>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1067.99939	641.877625	307.227875	0	1800	TRUE	(DirectPortalDest_16>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1076.297852	645.538513	307.614777	0	1800	TRUE	(DirectPortalDest_16>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1101.189941	2207.752686	240.272339	0	1800	TRUE	(DirectPortalDest_14>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1103.590454	2219.0	240.635757	0	1800	TRUE	(DirectPortalDest_14>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1234.716187	2324.98291	261.982941	0	1800	TRUE	(DirectPortalDest_14>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1241.036865	2325.36792	262.064392	0	1800	TRUE	(DirectPortalDest_14>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1427.141113	2126.808838	276.946594	0	1800	TRUE	(DirectPortalDest_14>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1435.439575	2130.469727	277.078247	0	1800	TRUE	(DirectPortalDest_14>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1494.953491	841.35321	377.023041	0	1800	TRUE	(DirectPortalDest_16>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1496.376953	834.775513	378.805511	0	1800	TRUE	(DirectPortalDest_16>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1760.618652	1075.490234	412.279236	0	1800	TRUE	(DirectPortalDest_18>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	1766.086426	1071.221313	413.805969	0	1800	TRUE	(DirectPortalDest_18>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	2115.11377	1622.220337	371.216125	0	1800	TRUE	(DirectPortalDest_18>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	2122.34082	1620.798828	371.296295	0	1800	TRUE	(DirectPortalDest_18>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	2126.252686	2007.486816	389.78363	0	1800	TRUE	(DirectPortalDest_17>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	2126.988037	2016.510986	389.630341	0	1800	TRUE	(DirectPortalDest_17>=1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	2321.939697	1643.904297	418.542114	0	1800	TRUE	(DirectPortalDest_17 == 1)&&(SpecialServer_Cond == 0)
210020000	lf2	219594	2327.407471	1639.635376	418.019745	0	1800	TRUE	(DirectPortalDest_17 == 1)&&(SpecialServer_Cond == 0)
210020000	lf2	219618	447.787933	2207.733643	220.108643	0	1800	TRUE	SpecialServer_Cond == 0
210020000	lf2	219618	534.630676	1867.134644	238.244812	0	1800	TRUE	SpecialServer_Cond == 0
210020000	lf2	219618	997.467285	2199.171875	250.068085	0	1800	TRUE	SpecialServer_Cond == 0
210020000	lf2	219618	1088.056396	1086.258911	283.822113	0	1800	TRUE	SpecialServer_Cond == 0
210020000	lf2	219618	1681.183716	938.632263	403.901459	0	1800	TRUE	SpecialServer_Cond == 0
210020000	lf2	219618	1962.139893	1797.230713	361.434662	0	1800	TRUE	SpecialServer_Cond == 0
210020000	lf2	231549	1015.625	661.875	313.188873	180	60	TRUE	LF2_1_Village==1
210020000	lf2	231550	1015.625	661.875	313.188873	180	60	TRUE	LF2_1_Village==2
210020000	lf2	231551	1015.625	661.875	313.188873	180	60	TRUE	LF2_1_Village==3
210020000	lf2	231552	1818.5	1106.25	439.013062	225	60	TRUE	LF2_2_Village==1
210020000	lf2	231553	1818.5	1106.25	439.013062	225	60	TRUE	LF2_2_Village==2
210020000	lf2	231554	1818.5	1106.25	439.013062	225	60	TRUE	LF2_2_Village==3
210020000	lf2	231573	1000.375	663.625	310.75	180	180	TRUE	LF2_1_Village==1
210020000	lf2	231573	1000.875	668.125	310.75	180	180	TRUE	LF2_1_Village==1
210020000	lf2	231573	1012.829773	676.36615	310.75	90	180	TRUE	LF2_1_Village==1
210020000	lf2	231573	1017.625	674.875	310.75	90	180	TRUE	LF2_1_Village==1
210020000	lf2	231579	1798.75	1120.0	436.5	135	180	TRUE	LF2_2_Village==1
210020000	lf2	231579	1800.5	1107.5	436.125	45	180	TRUE	LF2_2_Village==1
210020000	lf2	231579	1823.5	1085.125	435.75	270	180	TRUE	LF2_2_Village==1
210020000	lf2	231579	1831.75	1090.875	435.75	315	180	TRUE	LF2_2_Village==1
210020000	lf2	231581	1000.375	663.625	310.75	180	180	TRUE	LF2_1_Village==2
210020000	lf2	231581	1000.875	668.125	310.75	180	180	TRUE	LF2_1_Village==2
210020000	lf2	231581	1012.829773	676.36615	310.75	90	180	TRUE	LF2_1_Village==2
210020000	lf2	231581	1017.625	674.875	310.75	90	180	TRUE	LF2_1_Village==2
210020000	lf2	231586	1000.375	663.625	310.75	180	180	TRUE	LF2_1_Village==3
210020000	lf2	231586	1000.875	668.125	310.75	180	180	TRUE	LF2_1_Village==3
210020000	lf2	231586	1012.829773	676.36615	310.75	90	180	TRUE	LF2_1_Village==3
210020000	lf2	231586	1017.625	674.875	310.75	90	180	TRUE	LF2_1_Village==3
210020000	lf2	231591	954.25	666.125	310.75	15	1500	TRUE	LF2_1_Village==3
210020000	lf2	231591	957.625	672.25	310.75	10	1500	TRUE	LF2_1_Village==3
210020000	lf2	231591	1043.25	696.25	310.75	180	1500	TRUE	LF2_1_Village==3
210020000	lf2	231591	1048.125	692.625	310.75	180	1500	TRUE	LF2_1_Village==3
210020000	lf2	231592	1798.75	1141.25	440.0	280	1500	TRUE	LF2_2_Village==3
210020000	lf2	231592	1802.625	1143.625	441.125	300	1500	TRUE	LF2_2_Village==3
210020000	lf2	231592	1814.875	1038.25	435.25	60	1500	TRUE	LF2_2_Village==3
210020000	lf2	231592	1821.0	1036.875	435.25	60	1500	TRUE	LF2_2_Village==3
210020000	lf2	231598	982.75	701.0	304.835938	315	300	TRUE	LF2_1_Village==2
210020000	lf2	231598	982.75	701.0	304.835938	315	300	TRUE	LF2_1_Village==3
210020000	lf2	231599	1840.25	1064.875	437.5	180	300	TRUE	LF2_2_Village==2
210020000	lf2	231599	1840.25	1064.875	437.5	180	300	TRUE	LF2_2_Village==3
210020000	lf2	231606	1013.875	661.875	310.75	0	60	TRUE	LF2_1_Killer==1
210020000	lf2	231607	1816.625	1106.25	436.875	0	60	TRUE	LF2_2_Killer==1
210020000	lf2	231614	982.75	701.0	304.835938	315	300	TRUE	LF2_1_Village==2
210020000	lf2	231615	982.75	701.0	304.835938	315	300	TRUE	LF2_1_Village==3
210020000	lf2	231616	1840.25	1064.875	437.5	180	300	TRUE	LF2_2_Village==2
210020000	lf2	231617	1840.25	1064.875	437.5	180	300	TRUE	LF2_2_Village==3
210020000	lf2	232062	1798.75	1120.0	436.5	135	180	TRUE	LF2_2_Village==2
210020000	lf2	232062	1800.5	1107.5	436.125	45	180	TRUE	LF2_2_Village==2
210020000	lf2	232062	1823.5	1085.125	435.75	270	180	TRUE	LF2_2_Village==2
210020000	lf2	232062	1831.75	1090.875	435.75	315	180	TRUE	LF2_2_Village==2
210020000	lf2	232065	1798.75	1120.0	436.5	135	180	TRUE	LF2_2_Village==3
210020000	lf2	232065	1800.5	1107.5	436.125	45	180	TRUE	LF2_2_Village==3
210020000	lf2	232065	1823.5	1085.125	435.75	270	180	TRUE	LF2_2_Village==3
210020000	lf2	232065	1831.75	1090.875	435.75	315	180	TRUE	LF2_2_Village==3
210020000	lf2	234564	858.339172	1151.955078	284.499268	0	360000	TRUE	(WORLDRAID_01 == 1) && (SpecialServer_Cond == 0)
210020000	lf2	234565	1518.447388	1912.001831	296.010315	0	360000	TRUE	(WORLDRAID_02 == 1) && (SpecialServer_Cond == 0)
210020000	lf2	234566	254.747437	2135.887939	214.630417	0	360000	TRUE	(WORLDRAID_03 == 1) && (SpecialServer_Cond == 0)
210020000	lf2	236727	858.339172	1151.955078	284.499268	0	360000	TRUE	(WORLDRAID_01 == 1) && (SpecialServer_Cond == 1)
210020000	lf2	236728	1518.447388	1912.001831	296.010315	0	360000	TRUE	(WORLDRAID_02 == 1) && (SpecialServer_Cond == 1)
210020000	lf2	236729	254.747437	2135.887939	214.630417	0	360000	TRUE	(WORLDRAID_03 == 1) && (SpecialServer_Cond == 1)
210020000	lf2	236747	1243.799683	2531.226074	287.051575	45	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1249.653442	2548.945313	287.051575	135	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1266.809448	2546.763672	287.051575	99	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1269.090332	2530.698242	287.051575	90	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1283.674438	2540.733154	287.051575	45	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1305.478271	2699.859131	308.632751	45	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1307.061768	2733.453125	308.632751	315	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1325.719116	2697.098389	308.632751	270	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1341.182373	2738.098389	308.632751	45	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1348.594482	2708.335693	308.632751	315	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1351.843506	2499.63623	287.051575	315	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1357.304077	2741.785889	308.632751	315	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1362.985962	2520.885742	287.051575	90	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1364.888916	2671.550781	315.544556	135	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1365.767944	2483.724121	287.051575	225	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1372.027954	2503.497314	287.051575	135	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1375.136841	2740.391113	308.632751	90	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1379.815186	2673.837402	315.544556	90	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1386.236572	2489.487305	287.051575	90	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1386.835815	2690.007324	317.00528	135	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1401.811157	2564.212646	308.715881	135	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1408.076538	2646.210693	308.812683	270	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1410.161255	2577.632324	308.715881	45	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1412.603394	2539.803223	309.339417	45	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1415.269287	2556.868652	308.715881	135	600	TRUE	SpecialServer_Cond == 1
210020000	lf2	236747	1416.738892	2658.764404	308.812683	315	600	TRUE	SpecialServer_Cond == 1
