npc_id	call	range	names	pattern
234384	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234387	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234390	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234393	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234396	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234414	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234417	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234420	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234423	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234426	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234663	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
234764	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
234782	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
234800	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
246061	23200	25	self	AB1_DrGuard_Artifact
246066	23200	25	self	AB1_DrGuard_Artifact
251048	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251049	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251050	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251064	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251065	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251066	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251080	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251081	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251082	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251144	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251146	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251147	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251148	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251149	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251150	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251172	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251174	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251175	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251176	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251177	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251178	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251199	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251201	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251202	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251203	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251204	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251205	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251226	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251228	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251229	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251230	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251231	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251232	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251253	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251255	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251256	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251257	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251258	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251259	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251280	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251282	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251283	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251284	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251285	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251286	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251307	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251309	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251310	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251311	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251312	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251313	23200	25	self	F5_RvR_DGuard_Ra_Ae_Broad
251450	23200	25	self	AB1_DrGuard_Artifact
251451	23200	25	self	AB1_DrGuard_Artifact
251452	23200	25	self	AB1_DrGuard_Artifact
251453	23200	25	self	AB1_DrGuard_Artifact
251454	23200	25	self	AB1_DrGuard_Artifact
251467	23200	25	self	AB1_LDGuard_Artifact
251468	23200	25	self	AB1_LDGuard_Artifact
251469	23200	25	self	AB1_LDGuard_Artifact
251470	23200	25	self	AB1_LDGuard_Artifact
251471	23200	25	self	AB1_LDGuard_Artifact
251480	23200	25	self	AB1_LDGuard_Artifact
251481	23200	25	self	AB1_LDGuard_Artifact
251482	23200	25	self	AB1_LDGuard_Artifact
251483	23200	25	self	AB1_LDGuard_Artifact
251484	23200	25	self	AB1_LDGuard_Artifact
251486	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251489	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251493	23200	25	self	AB1_DrGuard_Artifact
251494	23200	25	self	AB1_DrGuard_Artifact
251495	23200	25	self	AB1_DrGuard_Artifact
251496	23200	25	self	AB1_DrGuard_Artifact
251497	23200	25	self	AB1_DrGuard_Artifact
251510	23200	25	self	AB1_LDGuard_Artifact
251511	23200	25	self	AB1_LDGuard_Artifact
251512	23200	25	self	AB1_LDGuard_Artifact
251513	23200	25	self	AB1_LDGuard_Artifact
251514	23200	25	self	AB1_LDGuard_Artifact
251523	23200	25	self	AB1_LDGuard_Artifact
251524	23200	25	self	AB1_LDGuard_Artifact
251525	23200	25	self	AB1_LDGuard_Artifact
251526	23200	25	self	AB1_LDGuard_Artifact
251527	23200	25	self	AB1_LDGuard_Artifact
251529	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251532	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251536	23200	25	self	AB1_DrGuard_Artifact
251537	23200	25	self	AB1_DrGuard_Artifact
251538	23200	25	self	AB1_DrGuard_Artifact
251539	23200	25	self	AB1_DrGuard_Artifact
251540	23200	25	self	AB1_DrGuard_Artifact
251553	23200	25	self	AB1_LDGuard_Artifact
251554	23200	25	self	AB1_LDGuard_Artifact
251555	23200	25	self	AB1_LDGuard_Artifact
251556	23200	25	self	AB1_LDGuard_Artifact
251557	23200	25	self	AB1_LDGuard_Artifact
251566	23200	25	self	AB1_LDGuard_Artifact
251567	23200	25	self	AB1_LDGuard_Artifact
251568	23200	25	self	AB1_LDGuard_Artifact
251569	23200	25	self	AB1_LDGuard_Artifact
251570	23200	25	self	AB1_LDGuard_Artifact
251572	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251575	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251589	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251591	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251593	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251703	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251704	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251705	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251706	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251707	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251708	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251709	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251710	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251711	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251712	23200	25	self	F5_PvP_DGuard_Ra_Ae_Broad
251796	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
251822	23200	25	self	AB1_LDGuard_Artifact
251823	23200	25	self	AB1_LDGuard_Artifact
251824	23200	25	self	AB1_DrGuard_Artifact
252178	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252179	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252180	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252181	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252182	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252183	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252184	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252185	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252186	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252187	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252188	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252189	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252190	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252191	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252192	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252193	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252194	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252195	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252196	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252197	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252198	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252199	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252200	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252201	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252202	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252203	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252204	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252205	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252206	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252207	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252208	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252209	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252210	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252211	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252212	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252213	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252214	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252215	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252216	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252217	23200	25	self	LDF5_Fortress_LDGuard_Artifact
252218	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252219	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252220	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252221	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252222	23200	25	self	LDF5_Fortress_DrGuard_Artifact
252354	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252364	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252374	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252384	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252394	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252404	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252414	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252424	23200	25	self	F5_PvPLight_DGuard_Ra_An_Broad
252434	23200	25	self	AB1_LDGuard_Artifact
252435	23200	25	self	AB1_LDGuard_Artifact
252436	23200	25	self	AB1_LDGuard_Artifact
252437	23200	25	self	AB1_LDGuard_Artifact
252438	23200	25	self	AB1_LDGuard_Artifact
252439	23200	25	self	AB1_LDGuard_Artifact
252440	23200	25	self	AB1_LDGuard_Artifact
252441	23200	25	self	AB1_LDGuard_Artifact
252442	23200	25	self	AB1_LDGuard_Artifact
252443	23200	25	self	AB1_LDGuard_Artifact
252444	23200	25	self	AB1_DrGuard_Artifact
252445	23200	25	self	AB1_DrGuard_Artifact
252446	23200	25	self	AB1_DrGuard_Artifact
252447	23200	25	self	AB1_DrGuard_Artifact
252448	23200	25	self	AB1_DrGuard_Artifact
252449	23200	25	self	AB1_LDGuard_Artifact
252450	23200	25	self	AB1_LDGuard_Artifact
252451	23200	25	self	AB1_LDGuard_Artifact
252452	23200	25	self	AB1_LDGuard_Artifact
252453	23200	25	self	AB1_LDGuard_Artifact
252454	23200	25	self	AB1_LDGuard_Artifact
252455	23200	25	self	AB1_LDGuard_Artifact
252456	23200	25	self	AB1_LDGuard_Artifact
252457	23200	25	self	AB1_LDGuard_Artifact
252458	23200	25	self	AB1_LDGuard_Artifact
252459	23200	25	self	AB1_DrGuard_Artifact
252460	23200	25	self	AB1_DrGuard_Artifact
252461	23200	25	self	AB1_DrGuard_Artifact
252462	23200	25	self	AB1_DrGuard_Artifact
252463	23200	25	self	AB1_DrGuard_Artifact
252464	23200	25	self	AB1_LDGuard_Artifact
252465	23200	25	self	AB1_LDGuard_Artifact
252466	23200	25	self	AB1_LDGuard_Artifact
252467	23200	25	self	AB1_LDGuard_Artifact
252468	23200	25	self	AB1_LDGuard_Artifact
252469	23200	25	self	AB1_LDGuard_Artifact
252470	23200	25	self	AB1_LDGuard_Artifact
252471	23200	25	self	AB1_LDGuard_Artifact
252472	23200	25	self	AB1_LDGuard_Artifact
252473	23200	25	self	AB1_LDGuard_Artifact
252474	23200	25	self	AB1_DrGuard_Artifact
252475	23200	25	self	AB1_DrGuard_Artifact
252476	23200	25	self	AB1_DrGuard_Artifact
252477	23200	25	self	AB1_DrGuard_Artifact
252478	23200	25	self	AB1_DrGuard_Artifact
252479	23200	25	self	AB1_LDGuard_Artifact
252480	23200	25	self	AB1_LDGuard_Artifact
252481	23200	25	self	AB1_LDGuard_Artifact
252482	23200	25	self	AB1_LDGuard_Artifact
252483	23200	25	self	AB1_LDGuard_Artifact
252484	23200	25	self	AB1_LDGuard_Artifact
252485	23200	25	self	AB1_LDGuard_Artifact
252486	23200	25	self	AB1_LDGuard_Artifact
252487	23200	25	self	AB1_LDGuard_Artifact
252488	23200	25	self	AB1_LDGuard_Artifact
252489	23200	25	self	AB1_DrGuard_Artifact
252490	23200	25	self	AB1_DrGuard_Artifact
252491	23200	25	self	AB1_DrGuard_Artifact
252492	23200	25	self	AB1_DrGuard_Artifact
252493	23200	25	self	AB1_DrGuard_Artifact
257102	23200	25	self	AB1_LDGuard_Artifact
257103	23200	25	self	AB1_LDGuard_Artifact
257104	23200	25	self	AB1_LDGuard_Artifact
257105	23200	25	self	AB1_LDGuard_Artifact
257106	23200	25	self	AB1_LDGuard_Artifact
257107	23200	25	self	AB1_LDGuard_Artifact
257108	23200	25	self	AB1_LDGuard_Artifact
257109	23200	25	self	AB1_LDGuard_Artifact
257110	23200	25	self	AB1_LDGuard_Artifact
257111	23200	25	self	AB1_LDGuard_Artifact
257112	23200	25	self	AB1_DrGuard_Artifact
257113	23200	25	self	AB1_DrGuard_Artifact
257114	23200	25	self	AB1_DrGuard_Artifact
257115	23200	25	self	AB1_DrGuard_Artifact
257116	23200	25	self	AB1_DrGuard_Artifact
257147	23200	25	self	AB1_LDGuard_Artifact
257148	23200	25	self	AB1_LDGuard_Artifact
257149	23200	25	self	AB1_LDGuard_Artifact
257150	23200	25	self	AB1_LDGuard_Artifact
257151	23200	25	self	AB1_LDGuard_Artifact
257152	23200	25	self	AB1_LDGuard_Artifact
257153	23200	25	self	AB1_LDGuard_Artifact
257154	23200	25	self	AB1_LDGuard_Artifact
257155	23200	25	self	AB1_LDGuard_Artifact
257156	23200	25	self	AB1_LDGuard_Artifact
257157	23200	25	self	AB1_DrGuard_Artifact
257158	23200	25	self	AB1_DrGuard_Artifact
257159	23200	25	self	AB1_DrGuard_Artifact
257160	23200	25	self	AB1_DrGuard_Artifact
257161	23200	25	self	AB1_DrGuard_Artifact
257402	23200	25	self	AB1_LDGuard_Artifact
257403	23200	25	self	AB1_LDGuard_Artifact
257404	23200	25	self	AB1_LDGuard_Artifact
257405	23200	25	self	AB1_LDGuard_Artifact
257406	23200	25	self	AB1_LDGuard_Artifact
257407	23200	25	self	AB1_LDGuard_Artifact
257408	23200	25	self	AB1_LDGuard_Artifact
257409	23200	25	self	AB1_LDGuard_Artifact
257410	23200	25	self	AB1_LDGuard_Artifact
257411	23200	25	self	AB1_LDGuard_Artifact
257412	23200	25	self	AB1_DrGuard_Artifact
257413	23200	25	self	AB1_DrGuard_Artifact
257414	23200	25	self	AB1_DrGuard_Artifact
257415	23200	25	self	AB1_DrGuard_Artifact
257416	23200	25	self	AB1_DrGuard_Artifact
257447	23200	25	self	AB1_LDGuard_Artifact
257448	23200	25	self	AB1_LDGuard_Artifact
257449	23200	25	self	AB1_LDGuard_Artifact
257450	23200	25	self	AB1_LDGuard_Artifact
257451	23200	25	self	AB1_LDGuard_Artifact
257452	23200	25	self	AB1_LDGuard_Artifact
257453	23200	25	self	AB1_LDGuard_Artifact
257454	23200	25	self	AB1_LDGuard_Artifact
257455	23200	25	self	AB1_LDGuard_Artifact
257456	23200	25	self	AB1_LDGuard_Artifact
257457	23200	25	self	AB1_DrGuard_Artifact
257458	23200	25	self	AB1_DrGuard_Artifact
257459	23200	25	self	AB1_DrGuard_Artifact
257460	23200	25	self	AB1_DrGuard_Artifact
257461	23200	25	self	AB1_DrGuard_Artifact
257702	23200	25	self	AB1_LDGuard_Artifact
257703	23200	25	self	AB1_LDGuard_Artifact
257704	23200	25	self	AB1_LDGuard_Artifact
257705	23200	25	self	AB1_LDGuard_Artifact
257706	23200	25	self	AB1_LDGuard_Artifact
257707	23200	25	self	AB1_LDGuard_Artifact
257708	23200	25	self	AB1_LDGuard_Artifact
257709	23200	25	self	AB1_LDGuard_Artifact
257710	23200	25	self	AB1_LDGuard_Artifact
257711	23200	25	self	AB1_LDGuard_Artifact
257712	23200	25	self	AB1_DrGuard_Artifact
257713	23200	25	self	AB1_DrGuard_Artifact
257714	23200	25	self	AB1_DrGuard_Artifact
257715	23200	25	self	AB1_DrGuard_Artifact
257716	23200	25	self	AB1_DrGuard_Artifact
257747	23200	25	self	AB1_LDGuard_Artifact
257748	23200	25	self	AB1_LDGuard_Artifact
257749	23200	25	self	AB1_LDGuard_Artifact
257750	23200	25	self	AB1_LDGuard_Artifact
257751	23200	25	self	AB1_LDGuard_Artifact
257752	23200	25	self	AB1_LDGuard_Artifact
257753	23200	25	self	AB1_LDGuard_Artifact
257754	23200	25	self	AB1_LDGuard_Artifact
257755	23200	25	self	AB1_LDGuard_Artifact
257756	23200	25	self	AB1_LDGuard_Artifact
257757	23200	25	self	AB1_DrGuard_Artifact
257758	23200	25	self	AB1_DrGuard_Artifact
257759	23200	25	self	AB1_DrGuard_Artifact
257760	23200	25	self	AB1_DrGuard_Artifact
257761	23200	25	self	AB1_DrGuard_Artifact
258002	23200	25	self	AB1_LDGuard_Artifact
258003	23200	25	self	AB1_LDGuard_Artifact
258004	23200	25	self	AB1_LDGuard_Artifact
258005	23200	25	self	AB1_LDGuard_Artifact
258006	23200	25	self	AB1_LDGuard_Artifact
258007	23200	25	self	AB1_LDGuard_Artifact
258008	23200	25	self	AB1_LDGuard_Artifact
258009	23200	25	self	AB1_LDGuard_Artifact
258010	23200	25	self	AB1_LDGuard_Artifact
258011	23200	25	self	AB1_LDGuard_Artifact
258012	23200	25	self	AB1_DrGuard_Artifact
258013	23200	25	self	AB1_DrGuard_Artifact
258014	23200	25	self	AB1_DrGuard_Artifact
258015	23200	25	self	AB1_DrGuard_Artifact
258016	23200	25	self	AB1_DrGuard_Artifact
258047	23200	25	self	AB1_LDGuard_Artifact
258048	23200	25	self	AB1_LDGuard_Artifact
258049	23200	25	self	AB1_LDGuard_Artifact
258050	23200	25	self	AB1_LDGuard_Artifact
258051	23200	25	self	AB1_LDGuard_Artifact
258052	23200	25	self	AB1_LDGuard_Artifact
258053	23200	25	self	AB1_LDGuard_Artifact
258054	23200	25	self	AB1_LDGuard_Artifact
258055	23200	25	self	AB1_LDGuard_Artifact
258056	23200	25	self	AB1_LDGuard_Artifact
258057	23200	25	self	AB1_DrGuard_Artifact
258058	23200	25	self	AB1_DrGuard_Artifact
258059	23200	25	self	AB1_DrGuard_Artifact
258060	23200	25	self	AB1_DrGuard_Artifact
258061	23200	25	self	AB1_DrGuard_Artifact
260005	23200	10	self	BGuard_ChiefA_Renew_Da_12
260006	23200	10	self	BGuard_ChiefA_Renew_Da_12
260007	23200	10	self	BGuard_ChiefA_Renew_Da
260008	23200	10	self	BGuard_ChiefA_Renew_Da
