npc_id	client_devname	client_ai_name	pattern_name	pattern_file	quest_ai_name
203744	Leinon	Lmerchant	LMerchant	NpcAIPatterns.xml	
203748	Ebona	Lmerchant	LMerchant	NpcAIPatterns.xml	
203749	Bustant	Lfunction	LFunction	NpcAIPatterns.xml	Bustant
203750	Lukania	Lfunction	LFunction	NpcAIPatterns.xml	Lukania
203751	Pauton	Lfunction	LFunction	NpcAIPatterns.xml	
203757	Perikles	Lmerchant	LMerchant	NpcAIPatterns.xml	Perikles
203764	Epeios	Lfunction	LFunction	NpcAIPatterns.xml	Epeios
203765	Kreon	Lmerchant	LMerchant	NpcAIPatterns.xml	Kreon
203766	Bellasia	Lmerchant	LMerchant	NpcAIPatterns.xml	Bellasia
203768	Akeri	Lmerchant	LMerchant	NpcAIPatterns.xml	
203772	Himeros	Lmerchant	LMerchant	NpcAIPatterns.xml	
203773	Rumias	Lmerchant	LMerchant	NpcAIPatterns.xml	
203780	Demeter	Lfunction	LFunction	NpcAIPatterns.xml	Demeter
203781	Sabotes	Lmerchant	LMerchant	NpcAIPatterns.xml	Sabotes
203782	Bacchus	Lfunction	LFunction	NpcAIPatterns.xml	Bacchus
203783	Maire	Lmerchant	LMerchant	NpcAIPatterns.xml	Maire
203784	Hestia	Lfunction	LFunction	NpcAIPatterns.xml	Hestia
203785	Luelas	Lmerchant	LMerchant	NpcAIPatterns.xml	Luelas
203786	Diana	Lfunction	LFunction	NpcAIPatterns.xml	Diana
203787	Darius	Lmerchant	LMerchant	NpcAIPatterns.xml	Darius
203788	Anteros	Lfunction	LFunction	NpcAIPatterns.xml	Anteros
203789	Nakia	Lmerchant	LMerchant	NpcAIPatterns.xml	Nakia
203790	Vulcanus	Lfunction	LFunction	NpcAIPatterns.xml	Vulcanus
203791	Menomes	Lmerchant	LMerchant	NpcAIPatterns.xml	Menomes
203792	Utisda	Lfunction	LFunction	NpcAIPatterns.xml	Utisda
203793	Daphnis	Lmerchant	LMerchant	NpcAIPatterns.xml	Daphnis
203794	Proserpina	Lmerchant	LMerchant	NpcAIPatterns.xml	Proserpina
203795	Demodocos	Lmerchant	LMerchant	NpcAIPatterns.xml	Demodocos
203796	Himeira	Lmerchant	LMerchant	NpcAIPatterns.xml	
203797	Alcmene	Lmerchant	LMerchant	NpcAIPatterns.xml	Alcmene
203806	Losadis	Lfunction	LFunction	NpcAIPatterns.xml	
203807	Inofe	Lmerchant	LMerchant	NpcAIPatterns.xml	
203808	ophenes	Lmerchant	LMerchant	NpcAIPatterns.xml	
203809	perena	Lmerchant	LMerchant	NpcAIPatterns.xml	
203810	benes	Lmerchant	LMerchant	NpcAIPatterns.xml	benes
203811	arcinia	Lmerchant	LMerchant	NpcAIPatterns.xml	
203812	Junes	Lmerchant	LMerchant	NpcAIPatterns.xml	Junes
203813	Esca	Lmerchant	LMerchant	NpcAIPatterns.xml	
203814	Euchenor	Lmerchant	LMerchant	NpcAIPatterns.xml	
203815	Soana	Lmerchant	LMerchant	NpcAIPatterns.xml	
203816	Hesione	Lmerchant	LMerchant	NpcAIPatterns.xml	
203817	Aegist	Lmerchant	LMerchant	NpcAIPatterns.xml	
203818	Heve	Lmerchant	LMerchant	NpcAIPatterns.xml	
203819	Aktus	Lmerchant	LMerchant	NpcAIPatterns.xml	
203820	Rayra	Lmerchant	LMerchant	NpcAIPatterns.xml	Rayra
203821	Beomas	Lmerchant	LMerchant	NpcAIPatterns.xml	
203822	Quintus	Lmerchant	LMerchant	NpcAIPatterns.xml	Quintus
203823	Alkestis	Lmerchant	LMerchant	NpcAIPatterns.xml	
203831	biesa	Lmerchant	LMerchant	NpcAIPatterns.xml	biesa
203838	Haimon	Lmerchant	LMerchant	NpcAIPatterns.xml	Haimon
203839	Lukian	Lmerchant	LMerchant	NpcAIPatterns.xml	
203840	basmos	Lmerchant	LMerchant	NpcAIPatterns.xml	
203841	Emir	Lmerchant	LMerchant	NpcAIPatterns.xml	
203842	Lufe	Lmerchant	LMerchant	NpcAIPatterns.xml	
203846	Benorun	Lmerchant	LMerchant	NpcAIPatterns.xml	
203847	Deke	Lmerchant	LMerchant	NpcAIPatterns.xml	
203848	Menon	Lmerchant	LMerchant	NpcAIPatterns.xml	
203849	Myrtil	Lmerchant	LMerchant	NpcAIPatterns.xml	Myrtil
203850	Phhe	Lmerchant	LMerchant	NpcAIPatterns.xml	
203851	Phokas	Lmerchant	LMerchant	NpcAIPatterns.xml	Phokas
203852	Ludina	Lmerchant	LMerchant	NpcAIPatterns.xml	Ludina
203853	Genon	Lmerchant	LMerchant	NpcAIPatterns.xml	
203854	Dela	Lmerchant	LMerchant	NpcAIPatterns.xml	
203855	Py	Lmerchant	LMerchant	NpcAIPatterns.xml	
203856	Mino	Lmerchant	LMerchant	NpcAIPatterns.xml	
203857	Menoa	Lmerchant	LMerchant	NpcAIPatterns.xml	
203858	Lapis	Lmerchant	LMerchant	NpcAIPatterns.xml	
203859	Mustapino	Lmerchant	LMerchant	NpcAIPatterns.xml	
203860	Bella	Lmerchant	LMerchant	NpcAIPatterns.xml	
203861	Mara	Lmerchant	LMerchant	NpcAIPatterns.xml	
203864	Mameia	Lmerchant	LMerchant	NpcAIPatterns.xml	Mameia
203867	Laitos	Lmerchant	LMerchant	NpcAIPatterns.xml	
203868	Lustiena	Lmerchant	LMerchant	NpcAIPatterns.xml	
203869	Eris	Lmerchant	LMerchant	NpcAIPatterns.xml	
203870	Libitina	Lmerchant	LMerchant	NpcAIPatterns.xml	
203871	Arion	Lmerchant	LMerchant	NpcAIPatterns.xml	
203872	Nidia	Lmerchant	LMerchant	NpcAIPatterns.xml	
203873	Etere	Lmerchant	LMerchant	NpcAIPatterns.xml	
203875	Nepis	Lfunction	LFunction	NpcAIPatterns.xml	
203879	Idomeneus	Lmerchant	LMerchant	NpcAIPatterns.xml	Idomeneus
203881	Umenae	Lmerchant	LMerchant	NpcAIPatterns.xml	
203884	Atifure	Lmerchant	LMerchant	NpcAIPatterns.xml	
203885	Tures	Lmerchant	LMerchant	NpcAIPatterns.xml	
203889	Zeidi	Lfunction	LFunction	NpcAIPatterns.xml	
203891	Karon	Lmerchant	LMerchant	NpcAIPatterns.xml	
203892	Elephenor	Lmerchant	LMerchant	NpcAIPatterns.xml	
203893	Tersites	Lmerchant	LMerchant	NpcAIPatterns.xml	Tersites
203896	Melicertes	Lmerchant	LMerchant	NpcAIPatterns.xml	
203897	Momus	Lmerchant	LMerchant	NpcAIPatterns.xml	
203900	diomedes	BGuard_Divine	BGuard_Divine	NpcAIPatterns.xml	diomedes
203901	Telemachus	LGuard_FlA	LGuard_FlA	NpcAIPatterns.xml	Telemachus
203902	aurelius	LGuard_WhA_L50	LGuard_WhA_L50	NpcAIPatterns.xml	aurelius
203903	valerius	LGuard_PhA	LGuard_PhA	NpcAIPatterns.xml	Valerius
203904	maximianus	LGuard_RhA_L50	LGuard_RhA_L50	NpcAIPatterns.xml	maximianus
203905	Magras	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	
203906	Benos	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Benos
203907	TusKeos	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	TusKeos
203908	Prorite	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Prorite
203909	Dalanius	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Dalanius
203910	Hebestis	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Hebestis
203911	Laike	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	
203912	Memnes	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Memnes
203913	Xtus	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	
203914	Pavlos	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	
203915	Diokles	LGuard_FhA	LGuard_FhA	NpcAIPatterns.xml	Diokles
203916	Thyestes	LGuard_FhA	LGuard_FhA	NpcAIPatterns.xml	
203917	Gaia	Lmerchant	LMerchant	NpcAIPatterns.xml	Gaia
203921	Clio	Lmerchant	LMerchant	NpcAIPatterns.xml	Clio
203922	Hiblrion	Lmerchant	LMerchant	NpcAIPatterns.xml	Hiblrion
203923	Krato	Lmerchant	LMerchant	NpcAIPatterns.xml	Krato
203924	Kyros	Lmerchant	LMerchant	NpcAIPatterns.xml	
203925	octavia	Lmerchant	LMerchant	NpcAIPatterns.xml	octavia
203926	Admeta	Lmerchant	LMerchant	NpcAIPatterns.xml	
203927	Adelphie	Lmerchant	LMerchant	NpcAIPatterns.xml	Adelphie
203928	Pallas	Lmerchant	LMerchant	NpcAIPatterns.xml	Pallas
203929	Hegemene	Lmerchant	LMerchant	NpcAIPatterns.xml	
203931	Ferenna	Lmerchant	LMerchant	NpcAIPatterns.xml	Ferenna
203932	Phomona	Lmerchant	LMerchant	NpcAIPatterns.xml	Phomona
203933	actaeon	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Actaeon
203934	Sirinks	LGuard_PeA	LGuard_PeA	NpcAIPatterns.xml	Sirinks
203935	Androkles	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Androkles
203936	Archelaos	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Archelaos
203937	tyndareus	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	tyndareus
203938	Tran	LGuard_WeA	LGuard_WeA	NpcAIPatterns.xml	Tran
203939	Justachys	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Justachys
203940	Herodes	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Herodes
203941	Paion	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Paion
203942	Makis	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Makis
203943	Turiel	Lmerchant	LMerchant	NpcAIPatterns.xml	Turiel
203944	Ernia	Lmerchant	LMerchant	NpcAIPatterns.xml	Ernia
203946	Asclepius	LGuard_FhA	LGuard_FhA	NpcAIPatterns.xml	Asclepius
203947	Beramones	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Beramones
203948	Arkel	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Arkel
203951	Nomiki	Lmerchant	LMerchant	NpcAIPatterns.xml	Nomiki
203952	Amade	Lmerchant	LMerchant	NpcAIPatterns.xml	
203953	Berenike	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	
203954	Oreia	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	Oreia
203955	Zellix	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	
203956	Zinas	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	Zinas
203957	Tenemi	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	
203958	Elias	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	
203959	Jestina	Lmerchant	LMerchant	NpcAIPatterns.xml	
203960	diamonte	Lmerchant	LMerchant	NpcAIPatterns.xml	
203961	Nikias	Lmerchant	LMerchant	NpcAIPatterns.xml	
203963	Pietas	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	Pietas
203964	Agrips	Lmerchant	LMerchant	NpcAIPatterns.xml	Agrips
203965	Castor	LGuard_FhA	LGuard_FhA	NpcAIPatterns.xml	Castor
203966	Trillian	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Trillian
203967	axelion	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	axelion
203968	Corybantes	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Corybantes
203969	Aron	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Aron
203970	Mirage_Legionnaire_F	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	
203971	Mirage_Legionaaire_M	LGuard_FeB	LGuard_FeB	NpcAIPatterns.xml	
203990	Kibelle	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Kibelle
203991	dionera	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Dionera
203995	hylas	LGuard_PeA	LGuard_PeA	NpcAIPatterns.xml	hylas
203996	Kimeia	LGuard_Kimeia	LGuard_Kimeia	NpcAIPatterns.xml	Kimeia
203998	Radamanthys	LGuard_PeB	LGuard_PeB	NpcAIPatterns.xml	Radamanthys
203999	Ando	LGuard_PeB	LGuard_PeB	NpcAIPatterns.xml	Ando
204001	Seal_Protector_1	D2_FnA	D2_FnA	NpcAIPatterns.xml	
204002	Seal_Protector_2	D2_FnA	D2_FnA	NpcAIPatterns.xml	
204005	hippolyta	LGuard_AnA	LGuard_AnA	NpcAIPatterns.xml	Hippolyta
204006	Demokritos	LGuard_AeA	LGuard_AeA	NpcAIPatterns.xml	Demokritos
204007	Alexis	LGuard_AeA	LGuard_AeA	NpcAIPatterns.xml	Alexis
204008	Kalikrates	LGuard_AeA	LGuard_AeA	NpcAIPatterns.xml	Kalikrates
204009	Makarios	LGuard_AeA	LGuard_AeA	NpcAIPatterns.xml	Makarios
204010	acaste	LGuard_AeA	LGuard_AeA	NpcAIPatterns.xml	acaste
204011	Sandinas	Lmerchant	LMerchant	NpcAIPatterns.xml	Sandinas
204012	Melaina	Lmerchant	LMerchant	NpcAIPatterns.xml	
204014	Ophelia	Lmerchant	LMerchant	NpcAIPatterns.xml	
204020	NPC_Mabangta	Krall_WeB	Krall_WeB	NpcAIPatterns.xml	NPC_Mabangta
204021	NPC_Kaidan_Warrior	Krall_FnB	Krall_FnB	NpcAIPatterns.xml	
204022	NPC_Kaidan_Scout	Nlycan_ReA	NLycan_ReA	NpcAIPatterns.xml	
204027	LF2_JewelBox_Q1038_Genuine	D2_WnJ	D2_WnJ	NpcAIPatterns.xml	
204031	Novan	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Novan
204032	Lakaias	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Lakaias
204033	LF2_Shugo_pet1	ND2_CnD_St	ND2_CnD_St	NpcAIPatterns.xml	
204034	LF2_Shugo_pet2	ND2_CnD_St	ND2_CnD_St	NpcAIPatterns.xml	
204035	LF2_Shugo_pet3	ND2_CnD_St	ND2_CnD_St	NpcAIPatterns.xml	
204036	LF2_Refugee_1	Lmerchant	LMerchant	NpcAIPatterns.xml	
204037	LF2_Refugee_2	Lmerchant	LMerchant	NpcAIPatterns.xml	
204038	LF2_Refugee_3	Lmerchant	LMerchant	NpcAIPatterns.xml	
204039	Lemia	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Lemia
204040	Leone	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Leone
204042	Laigas	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Laigas
204045	Anasya	LGuard_FeA	LGuard_FeA	NpcAIPatterns.xml	Anasya
204046	NPC_KrallWatcher_Q1040	D2_FnA	D2_FnA	NpcAIPatterns.xml	NPC_KrallWatcher_Q1040
204047	Hageni	Lfunction	LFunction	NpcAIPatterns.xml	
204050	Tragi	Dmerchant	DMerchant	NpcAIPatterns.xml	Tragi
204051	Vergelmir	Dmerchant	DMerchant	NpcAIPatterns.xml	Vergelmir
204054	Skadi	Dfunction	DFunction	NpcAIPatterns.xml	Skadi
204060	Genoveva	Dmerchant	DMerchant	NpcAIPatterns.xml	Genoveva
204061	Aud	Dfunction	DFunction	NpcAIPatterns.xml	Aud
204062	Groa	Dmerchant	DMerchant	NpcAIPatterns.xml	
