string_id	name	uses
342780	STR_CHAT_BIDF5_R2_Talker_65_n	1
341564	STR_CHAT_BIDLF2A_HolyServantSum_Roamer_50_n_AIPattern_1	1
341565	STR_CHAT_BIDLF2A_HolyServantSum_Roamer_50_n_AIPattern_2	1
341566	STR_CHAT_BIDLF2A_HolyServantSum_Roamer_50_n_AIPattern_3	1
341567	STR_CHAT_BIDLF2A_HolyServantSum_Roamer_50_n_AIPattern_4	1
341568	STR_CHAT_BIDLF2A_HolyServantSum_Roamer_50_n_AIPattern_5	1
341569	STR_CHAT_BIDLF2A_HolyServantSum_Roamer_50_n_AIPattern_6	1
341561	STR_CHAT_BIDLF2A_NM_HolyServant_50_An_AIPattern_1	3
341562	STR_CHAT_BIDLF2A_NM_HolyServant_50_An_AIPattern_2	3
341563	STR_CHAT_BIDLF2A_NM_HolyServant_50_An_AIPattern_3	6
341669	STR_CHAT_BIDLF2A_NM_HolyServant_50_An_AIPattern_4	6
341670	STR_CHAT_BIDLF2A_NM_HolyServant_50_An_AIPattern_5	15
341574	STR_CHAT_BIDLF2A_NM_KingElemental_50_Ah_AIPattern_1	10
341575	STR_CHAT_BIDLF2A_NM_KingElemental_50_Ah_AIPattern_2	5
341576	STR_CHAT_BIDLF2A_NM_KingElemental_50_Ah_AIPattern_3	5
341944	STR_CHAT_BIDLF3CL_NM_LehparTestResult_45_Ah_AIPattern_1	1
341945	STR_CHAT_BIDLF3CL_NM_LehparTestResult_45_Ah_AIPattern_2	1
341946	STR_CHAT_BIDLF3CL_NM_LehparTestResult_45_Ah_AIPattern_3	1
341947	STR_CHAT_BIDLF3CL_NM_LehparTestResult_45_Ah_AIPattern_4	1
341892	STR_CHAT_BIDShulack_Captain_45_Ah_1_batk_b	2
341895	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_1	4
341904	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_10	2
341905	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_11	2
341906	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_12	3
341965	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_13	1
341966	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_14	1
341967	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_15	2
341968	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_16	2
341969	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_17	1
341896	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_2	1
341897	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_3	1
341898	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_4	1
341899	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_5	2
341900	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_6	1
341901	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_7	1
341902	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_8	1
341903	STR_CHAT_BIDShulack_Captain_45_Ah_AIPattern_9	2
341881	STR_CHAT_BIDShulack_Engineer_45_Ah_1_batk_b	1
341884	STR_CHAT_BIDShulack_Engineer_45_Ah_AIPattern_1	4
341887	STR_CHAT_BIDShulack_Engineer_45_Ah_AIPattern_2	1
341888	STR_CHAT_BIDShulack_Engineer_45_Ah_AIPattern_3	1
341914	STR_CHAT_BIDShulack_FirstMate_45_Ae_1_batk_b	1
341918	STR_CHAT_BIDShulack_FirstMate_45_Ae_AIPattern_1	1
341933	STR_CHAT_BIDShulack_Gunner_45_Ah_1_batk_b	2
341927	STR_CHAT_BIDShulack_Gunner_45_Ah_AIPattern_1	2
341928	STR_CHAT_BIDShulack_Gunner_45_Ah_AIPattern_2	2
341871	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_1	1
341872	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_2	1
341873	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_3	1
341874	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_4	1
341875	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_5	1
341876	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_6	1
341877	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_7	1
341878	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_8	1
341879	STR_CHAT_BIDShulack_KingKongAhn_45_n_AIPattern_9	1
341925	STR_CHAT_BIDShulack_Madam_45_Ah_1_kcast5_b	7
341551	STR_CHAT_BLDF2A_NM_Tesinon_50_Ah_1_Die_b	1
341540	STR_CHAT_BLDF2A_NM_VampireQueenFake_50_Ah_AIPattern_2	1
341543	STR_CHAT_BLDF2A_NM_VampireQueenReal_50_Ah_AIPattern_1	1
341544	STR_CHAT_BLDF2A_NM_VampireQueenReal_50_Ah_AIPattern_2	1
341545	STR_CHAT_BLDF2A_NM_VampireQueenReal_50_Ah_AIPattern_3	1
1500818	STR_CHAT_BLDF5_Vri_1stBoss_End_Gossip	1
1500820	STR_CHAT_BLDF5_Vri_1stBoss_Skill2_Gossip	3
1500819	STR_CHAT_BLDF5_Vri_1stBoss_Skill_Gossip	3
1500817	STR_CHAT_BLDF5_Vri_1stBoss_Start_Gossip	1
1500809	STR_CHAT_BLDF5_Vri_Post_1st_End_Gossip	1
1500810	STR_CHAT_BLDF5_Vri_Post_1st_Skill_Gossip	12
1500808	STR_CHAT_BLDF5_Vri_Post_1st_Start_Gossip	1
1500812	STR_CHAT_BLDF5_Vri_Post_2nd_End_Gossip	1
1500813	STR_CHAT_BLDF5_Vri_Post_2nd_Skill_Gossip	3
1500811	STR_CHAT_BLDF5_Vri_Post_2nd_Start_Gossip	1
1500815	STR_CHAT_BLDF5_Vri_Post_3rd_End_Gossip	1
1500816	STR_CHAT_BLDF5_Vri_Post_3rd_Skill_Gossip	3
1500814	STR_CHAT_BLDF5_Vri_Post_3rd_Start_Gossip	1
1500921	STR_CHAT_BLDF5_Vri_Post_5st_End_Gossip	1
1500920	STR_CHAT_BLDF5_Vri_Post_5st_Start_Gossip	1
1500897	STR_CHAT_BLDF5_Zombie_01_Die_b	3
341245	STR_CHAT_BLF2_NM2_ShellizardBigsize_40_e_1_Kcast1_b	1
340500	STR_CHAT_BLF3_KrallWizardmad_Nr_38_An_1_katk4_b	1
341427	STR_CHAT_BLF3_NM_LizardmanAS_44_Ah_1_Kcast4_b	1
341265	STR_CHAT_BLF3_NM_NagaKnight_47_Ah_1_Katk3_b	1
341379	STR_CHAT_BLF3_NM_NagaPriest_47_Ah_1_Kcast6_b	1
1500110	STR_CHAT_BLF4_Dramata_57_Al_1_die_b	4
1500108	STR_CHAT_BLF4_Dramata_57_Al_1_kcast13_b	5
1500106	STR_CHAT_BLF4_Dramata_57_Al_1_kcast1_b	5
1500104	STR_CHAT_BLF4_Dramata_57_Al_1_kcast4_b	1
1500111	STR_CHAT_BLF4_Dramata_57_Al_2_die_b	1
1500109	STR_CHAT_BLF4_Dramata_57_Al_2_kcast13_b	5
1500107	STR_CHAT_BLF4_Dramata_57_Al_2_kcast1_b	5
1500105	STR_CHAT_BLF4_Dramata_57_Al_2_kcast4_b	1
1500112	STR_CHAT_BLF4_Dramata_57_Al_3_die_b	1
1500130	STR_CHAT_BLF4_Henchman_60_Al_1_die_b	2
1500122	STR_CHAT_BLF4_Henchman_60_Al_1_kcast1_b	2
1500125	STR_CHAT_BLF4_Henchman_60_Al_1_kcast2_b	2
1500131	STR_CHAT_BLF4_Henchman_60_Al_2_die_b	1
1500123	STR_CHAT_BLF4_Henchman_60_Al_2_kcast1_b	1
1500126	STR_CHAT_BLF4_Henchman_60_Al_2_kcast2_b	1
1500124	STR_CHAT_BLF4_Henchman_60_Al_3_kcast1_b	2
1500127	STR_CHAT_BLF4_Henchman_60_Al_3_kcast2_b	9
1500128	STR_CHAT_BLF4_Henchman_60_Al_WonkiockFail_1	1
1500129	STR_CHAT_BLF4_Henchman_60_Al_WonkiockFail_2	2
340695	STR_CHAT_B_KrallShaman_M_21_Ah_1_katk4_b	1
340694	STR_CHAT_B_KrallShaman_M_21_Ah_1_kcast4_b	1
340926	STR_CHAT_BombMan_AIPAttern_1	1
340362	STR_CHAT_Brownie_FNQ_3_attack	2
340335	STR_CHAT_Brownie_FNR_1_KATK1_b	1
340493	STR_CHAT_CKrall_AeA_1_swichtarget	1
340873	STR_CHAT_CoDragon_AIPattern_1	1
340882	STR_CHAT_CoDragon_AIPattern_10	4
341776	STR_CHAT_CoDragon_AIPattern_100	5
341777	STR_CHAT_CoDragon_AIPattern_101	62
341778	STR_CHAT_CoDragon_AIPattern_102	44
341779	STR_CHAT_CoDragon_AIPattern_103	8
341780	STR_CHAT_CoDragon_AIPattern_104	4
341781	STR_CHAT_CoDragon_AIPattern_105	20
341782	STR_CHAT_CoDragon_AIPattern_106	14
341784	STR_CHAT_CoDragon_AIPattern_108	18
340883	STR_CHAT_CoDragon_AIPattern_11	8
341786	STR_CHAT_CoDragon_AIPattern_110	2
341787	STR_CHAT_CoDragon_AIPattern_111	2
341843	STR_CHAT_CoDragon_AIPattern_112	7
341844	STR_CHAT_CoDragon_AIPattern_113	3
341845	STR_CHAT_CoDragon_AIPattern_114	2
341867	STR_CHAT_CoDragon_AIPattern_116	10
340884	STR_CHAT_CoDragon_AIPattern_12	5
340889	STR_CHAT_CoDragon_AIPattern_17	6
340890	STR_CHAT_CoDragon_AIPattern_18	4
340891	STR_CHAT_CoDragon_AIPattern_19	21
340874	STR_CHAT_CoDragon_AIPattern_2	1
340892	STR_CHAT_CoDragon_AIPattern_20	11
340893	STR_CHAT_CoDragon_AIPattern_21	6
340895	STR_CHAT_CoDragon_AIPattern_23	8
340896	STR_CHAT_CoDragon_AIPattern_24	1
340897	STR_CHAT_CoDragon_AIPattern_25	2
340898	STR_CHAT_CoDragon_AIPattern_26	19
340899	STR_CHAT_CoDragon_AIPattern_27	7
340900	STR_CHAT_CoDragon_AIPattern_28	4
340901	STR_CHAT_CoDragon_AIPattern_29	14
340902	STR_CHAT_CoDragon_AIPattern_30	10
340903	STR_CHAT_CoDragon_AIPattern_31	4
340904	STR_CHAT_CoDragon_AIPattern_32	4
340905	STR_CHAT_CoDragon_AIPattern_33	14
340906	STR_CHAT_CoDragon_AIPattern_34	11
340908	STR_CHAT_CoDragon_AIPattern_36	1
340909	STR_CHAT_CoDragon_AIPattern_37	6
340910	STR_CHAT_CoDragon_AIPattern_38	2
340911	STR_CHAT_CoDragon_AIPattern_39	4
340876	STR_CHAT_CoDragon_AIPattern_4	5
340912	STR_CHAT_CoDragon_AIPattern_40	1
340915	STR_CHAT_CoDragon_AIPattern_43	4
340916	STR_CHAT_CoDragon_AIPattern_44	25
340917	STR_CHAT_CoDragon_AIPattern_45	1
340918	STR_CHAT_CoDragon_AIPattern_46	5
340973	STR_CHAT_CoDragon_AIPattern_48	2
340974	STR_CHAT_CoDragon_AIPattern_49	5
340975	STR_CHAT_CoDragon_AIPattern_50	3
341025	STR_CHAT_CoDragon_AIPattern_52	3
341026	STR_CHAT_CoDragon_AIPattern_53	1
341027	STR_CHAT_CoDragon_AIPattern_54	2
341028	STR_CHAT_CoDragon_AIPattern_55	6
341029	STR_CHAT_CoDragon_AIPattern_56	2
341121	STR_CHAT_CoDragon_AIPattern_57	7
341122	STR_CHAT_CoDragon_AIPattern_58	6
341123	STR_CHAT_CoDragon_AIPattern_59	9
340878	STR_CHAT_CoDragon_AIPattern_6	3
341124	STR_CHAT_CoDragon_AIPattern_60	2
341125	STR_CHAT_CoDragon_AIPattern_61	2
341126	STR_CHAT_CoDragon_AIPattern_62	4
341127	STR_CHAT_CoDragon_AIPattern_63	4
341163	STR_CHAT_CoDragon_AIPattern_64	1
341164	STR_CHAT_CoDragon_AIPattern_65	1
341250	STR_CHAT_CoDragon_AIPattern_72	1
341251	STR_CHAT_CoDragon_AIPattern_73	3
341252	STR_CHAT_CoDragon_AIPattern_74	1
341253	STR_CHAT_CoDragon_AIPattern_75	1
341255	STR_CHAT_CoDragon_AIPattern_77	2
341256	STR_CHAT_CoDragon_AIPattern_78	1
341257	STR_CHAT_CoDragon_AIPattern_79	2
341258	STR_CHAT_CoDragon_AIPattern_80	4
341259	STR_CHAT_CoDragon_AIPattern_81	5
341260	STR_CHAT_CoDragon_AIPattern_82	3
341261	STR_CHAT_CoDragon_AIPattern_83	2
341262	STR_CHAT_CoDragon_AIPattern_84	4
341761	STR_CHAT_CoDragon_AIPattern_85	14
341762	STR_CHAT_CoDragon_AIPattern_86	6
341764	STR_CHAT_CoDragon_AIPattern_88	2
341765	STR_CHAT_CoDragon_AIPattern_89	4
341766	STR_CHAT_CoDragon_AIPattern_90	2
341767	STR_CHAT_CoDragon_AIPattern_91	1
341768	STR_CHAT_CoDragon_AIPattern_92	3
341769	STR_CHAT_CoDragon_AIPattern_93	11
341770	STR_CHAT_CoDragon_AIPattern_94	10
341771	STR_CHAT_CoDragon_AIPattern_95	28
341773	STR_CHAT_CoDragon_AIPattern_97	12
341774	STR_CHAT_CoDragon_AIPattern_98	1
340923	STR_CHAT_CombatOfficer_AIPAttern_1	4
340924	STR_CHAT_CombatOfficer_AIPAttern_2	2
340925	STR_CHAT_CombatOfficer_AIPAttern_3	4
1501701	STR_CHAT_DC1_DrakanWi_Gossip_01	1
341019	STR_CHAT_DF3_NM_GoldSaam_47_An_1_Kcast4_b	2
1500177	STR_CHAT_DF4_Raid_Nr_Patterns_01	1
1501223	STR_CHAT_DF5_Quest_Goossip_01	1
1501224	STR_CHAT_DF5_Quest_Goossip_02	2
1501225	STR_CHAT_DF5_Quest_Goossip_03	2
1501226	STR_CHAT_DF5_Quest_Goossip_04	1
1501227	STR_CHAT_DF5_Quest_Goossip_05	1
1501228	STR_CHAT_DF5_Quest_Goossip_06	1
1501229	STR_CHAT_DF5_Quest_Goossip_07	1
1501230	STR_CHAT_DF5_Quest_Goossip_08	1
1501231	STR_CHAT_DF5_Quest_Goossip_09	1
1501232	STR_CHAT_DF5_Quest_Goossip_10	1
1501233	STR_CHAT_DF5_Quest_Goossip_11	1
1501234	STR_CHAT_DF5_Quest_Goossip_12	2
1501235	STR_CHAT_DF5_Quest_Goossip_13	2
1501236	STR_CHAT_DF5_Quest_Goossip_14	1
1501237	STR_CHAT_DF5_Quest_Goossip_15	1
1501238	STR_CHAT_DF5_Quest_Goossip_16	1
1501239	STR_CHAT_DF5_Quest_Goossip_17	1
1501240	STR_CHAT_DF5_Quest_Goossip_18	1
1501241	STR_CHAT_DF5_Quest_Goossip_19	1
1501242	STR_CHAT_DF5_Quest_Goossip_20	1
1501243	STR_CHAT_DF5_Quest_Goossip_21	1
1501244	STR_CHAT_DF5_Quest_Goossip_22	2
1501245	STR_CHAT_DF5_Quest_Goossip_23	2
1501246	STR_CHAT_DF5_Quest_Goossip_24	1
1501247	STR_CHAT_DF5_Quest_Goossip_25	1
1501248	STR_CHAT_DF5_Quest_Goossip_26	1
1501249	STR_CHAT_DF5_Quest_Goossip_27	1
1501250	STR_CHAT_DF5_Quest_Goossip_28	1
1501251	STR_CHAT_DF5_Quest_Goossip_29	2
1501252	STR_CHAT_DF5_Quest_Goossip_30	1
1501253	STR_CHAT_DF5_Quest_Goossip_31	1
1501254	STR_CHAT_DF5_Quest_Goossip_32	1
1501255	STR_CHAT_DF5_Quest_Goossip_33	1
1501256	STR_CHAT_DF5_Quest_Goossip_34	2
1501257	STR_CHAT_DF5_Quest_Goossip_35	1
1501258	STR_CHAT_DF5_Quest_Goossip_36	2
1501259	STR_CHAT_DF5_Quest_Goossip_37	1
1501260	STR_CHAT_DF5_Quest_Goossip_38	1
1501261	STR_CHAT_DF5_Quest_Goossip_39	2
1501262	STR_CHAT_DF5_Quest_Goossip_40	1
1501289	STR_CHAT_DF5_Quest_Goossip_41	1
1501290	STR_CHAT_DF5_Quest_Goossip_42	1
1501291	STR_CHAT_DF5_Quest_Goossip_43	1
1501292	STR_CHAT_DF5_Quest_Goossip_44	1
1501293	STR_CHAT_DF5_Quest_Goossip_45	1
1501294	STR_CHAT_DF5_Quest_Goossip_46	1
1501295	STR_CHAT_DF5_Quest_Goossip_47	1
1501296	STR_CHAT_DF5_Quest_Goossip_48	1
1501297	STR_CHAT_DF5_Quest_Goossip_49	1
1501298	STR_CHAT_DF5_Quest_Goossip_50	1
1501299	STR_CHAT_DF5_Quest_Goossip_51	1
1501300	STR_CHAT_DF5_Quest_Goossip_52	1
1501301	STR_CHAT_DF5_Quest_Goossip_53	2
467689	STR_CHAT_DF6_Ninetailfoxwoman_Soul_E_01	1
467690	STR_CHAT_DF6_Ninetailfoxwoman_Soul_E_02	1
467691	STR_CHAT_DF6_Schedar_E_01	1
467692	STR_CHAT_DF6_Schedar_E_02	1
467693	STR_CHAT_DF6_Schedar_E_03	1
341513	STR_CHAT_DrGuard_FhA_H1_Despawn	1
341514	STR_CHAT_DrGuard_FhA_H2_Despawn	1
341515	STR_CHAT_DrGuard_FhA_H3_Despawn	1
340928	STR_CHAT_DrakanFighter_WarpWay_AIPAttern_1	3
1500590	STR_CHAT_DrakanNM_01	2
1500591	STR_CHAT_DrakanNM_02	9
1500592	STR_CHAT_DrakanNM_03	2
1500593	STR_CHAT_DrakanNM_04	2
1500594	STR_CHAT_DrakanNM_05	2
1500595	STR_CHAT_DrakanNM_06	2
1500596	STR_CHAT_DrakanShadow_01	1
342468	STR_CHAT_Dramata_01_Drakan_01	4
342469	STR_CHAT_Dramata_01_Drakan_02	2
342470	STR_CHAT_Dramata_01_Drakan_03	4
342471	STR_CHAT_Dramata_01_Dramata_01	4
342472	STR_CHAT_Dramata_01_Dramata_02	3
342473	STR_CHAT_Dramata_01_Dramata_03	4
342474	STR_CHAT_Dramata_01_Dramata_04	2
342319	STR_CHAT_Drana_Shulack_01	5
1501746	STR_CHAT_Dreadgion_Event_01	6
1501747	STR_CHAT_Dreadgion_Event_02	1
1501676	STR_CHAT_Dreadgion_Raid_Nmd_01	1
1501677	STR_CHAT_Dreadgion_Raid_Nmd_02	1
1501691	STR_CHAT_Dreadgion_Sub_01	2
1501692	STR_CHAT_Dreadgion_Sub_02	2
1501693	STR_CHAT_Dreadgion_Sub_03	2
1501695	STR_CHAT_Dreadgion_Sub_05	3
1501698	STR_CHAT_Dreadgion_Sub_08	1
1501699	STR_CHAT_Dreadgion_Sub_09	1
1501680	STR_CHAT_Dreadgion_invasion_01	2
1501681	STR_CHAT_Dreadgion_invasion_02	2
1501678	STR_CHAT_Dreadgion_invasion_Nmd_01	1
1501679	STR_CHAT_Dreadgion_invasion_Nmd_02	1
342310	STR_CHAT_Evileye_01	3
342311	STR_CHAT_Evileye_02	6
1501280	STR_CHAT_F4_Rotation_Buff_01_Talked	1
1501279	STR_CHAT_F4_Rotation_Buff_01_WakeUp	1
