npc	index	name	skill	level	here
201014	9	EL_Order_EtherEmission_G2_Earth	0	1	FALSE
201014	10	EL_Order_EtherImpact_G2_Earth	0	1	FALSE
201014	11	EL_Order_EtherEruption_G2_Earth	0	1	FALSE
201014	12	EL_Order_ShadowEruption_G2_Earth	0	1	FALSE
201014	13	EL_Stigma_Order_EtherEmission_G2_Earth	0	1	FALSE
201014	14	EL_Stigma_Order_EtherImpact_G2_Earth	0	1	FALSE
201014	15	EL_Stigma_Order_DestructImpact_G2_Earth	0	1	FALSE
201014	16	EL_EternalShield_G2_Earth	0	1	FALSE
201014	17	EL_Order_Omen_G2_Earth	0	1	FALSE
201014	18	EL_Order_Pet_WideTaunt_G2_Earth	0	1	FALSE
201014	19	EL_Order_Explode_G2_Earth	0	1	FALSE
201015	0	Order_Decaying_G2_Earth	0	1	FALSE
201015	1	Order_ElementalField_G2_Earth	0	1	FALSE
201015	2	Order_Assail_G2_Earth	0	1	FALSE
201015	3	EL_Order_Protect_G2_Earth	0	1	FALSE
201015	4	EL_Pet_ElementalShock_G2_Earth	0	1	FALSE
201015	5	EL_Pet_ElementalTaunt_G2_Earth	0	1	FALSE
201015	6	EL_Pet_ElementalWraith_G2_Earth	0	1	FALSE
201015	7	EL_Pet_Interupt_G2_Earth	0	1	FALSE
201015	8	EL_Order_Sacrifice_G2_Earth	0	1	FALSE
201015	9	EL_Order_EtherEmission_G2_Earth	0	1	FALSE
201015	10	EL_Order_EtherImpact_G2_Earth	0	1	FALSE
201015	11	EL_Order_EtherEruption_G2_Earth	0	1	FALSE
201015	12	EL_Order_ShadowEruption_G2_Earth	0	1	FALSE
201015	13	EL_Stigma_Order_EtherEmission_G2_Earth	0	1	FALSE
201015	14	EL_Stigma_Order_EtherImpact_G2_Earth	0	1	FALSE
201015	15	EL_Stigma_Order_DestructImpact_G2_Earth	0	1	FALSE
201015	16	EL_EternalShield_G2_Earth	0	1	FALSE
201015	17	EL_Order_Omen_G2_Earth	0	1	FALSE
201015	18	EL_Order_Pet_WideTaunt_G2_Earth	0	1	FALSE
201015	19	EL_Order_Explode_G2_Earth	0	1	FALSE
201016	0	Order_Decaying_G2_Air	0	1	FALSE
201016	1	Order_ElementalField_G2_Air	0	1	FALSE
201016	2	Order_Assail_G2_Air	0	1	FALSE
201016	3	EL_Order_Protect_G2_Air	0	1	FALSE
201016	4	EL_Pet_ElementalShock_G2_Air	0	1	FALSE
201016	5	EL_Pet_ElementalTaunt_G2_Air	0	1	FALSE
201016	6	EL_Pet_ElementalWraith_G2_Air	0	1	FALSE
201016	7	EL_Pet_Interupt_G2_Air	0	1	FALSE
201016	8	EL_Order_Sacrifice_G2_Air	0	1	FALSE
201016	9	EL_Order_EtherEmission_G2_Air	0	1	FALSE
201016	10	EL_Order_EtherImpact_G2_Air	0	1	FALSE
201016	11	EL_Order_EtherEruption_G2_Air	0	1	FALSE
201016	12	EL_Order_ShadowEruption_G2_Air	0	1	FALSE
201016	13	EL_Stigma_Order_EtherEmission_G2_Air	0	1	FALSE
201016	14	EL_Stigma_Order_EtherImpact_G2_Air	0	1	FALSE
201016	15	EL_Stigma_Order_DestructImpact_G2_Air	0	1	FALSE
201016	16	EL_EternalShield_G2_Air	0	1	FALSE
201016	17	EL_Order_Omen_G2_Air	0	1	FALSE
201016	18	EL_Order_Pet_WideTaunt_G2_Air	0	1	FALSE
201016	19	EL_Order_Explode_G2_Air	0	1	FALSE
201017	0	Order_Decaying_G2_Air	0	1	FALSE
201017	1	Order_ElementalField_G2_Air	0	1	FALSE
201017	2	Order_Assail_G2_Air	0	1	FALSE
201017	3	EL_Order_Protect_G2_Air	0	1	FALSE
201017	4	EL_Pet_ElementalShock_G2_Air	0	1	FALSE
201017	5	EL_Pet_ElementalTaunt_G2_Air	0	1	FALSE
201017	6	EL_Pet_ElementalWraith_G2_Air	0	1	FALSE
201017	7	EL_Pet_Interupt_G2_Air	0	1	FALSE
201017	8	EL_Order_Sacrifice_G2_Air	0	1	FALSE
201017	9	EL_Order_EtherEmission_G2_Air	0	1	FALSE
201017	10	EL_Order_EtherImpact_G2_Air	0	1	FALSE
201017	11	EL_Order_EtherEruption_G2_Air	0	1	FALSE
201017	12	EL_Order_ShadowEruption_G2_Air	0	1	FALSE
201017	13	EL_Stigma_Order_EtherEmission_G2_Air	0	1	FALSE
201017	14	EL_Stigma_Order_EtherImpact_G2_Air	0	1	FALSE
201017	15	EL_Stigma_Order_DestructImpact_G2_Air	0	1	FALSE
201017	16	EL_EternalShield_G2_Air	0	1	FALSE
201017	17	EL_Order_Omen_G2_Air	0	1	FALSE
201017	18	EL_Order_Pet_WideTaunt_G2_Air	0	1	FALSE
201017	19	EL_Order_Explode_G2_Air	0	1	FALSE
201018	0	Order_Decaying_G3_Earth	0	1	FALSE
201018	1	Order_ElementalField_G3_Earth	0	1	FALSE
201018	2	Order_Assail_G3_Earth	0	1	FALSE
201018	3	EL_Order_Protect_G3_Earth	0	1	FALSE
201018	4	EL_Pet_ElementalShock_G3_Earth	0	1	FALSE
201018	5	EL_Pet_ElementalTaunt_G3_Earth	0	1	FALSE
201018	6	EL_Pet_ElementalWraith_G3_Earth	0	1	FALSE
201018	7	EL_Pet_Interupt_G3_Earth	0	1	FALSE
201018	8	EL_Order_Sacrifice_G3_Earth	0	1	FALSE
201018	9	EL_Order_EtherEmission_G3_Earth	0	1	FALSE
201018	10	EL_Order_EtherImpact_G3_Earth	0	1	FALSE
201018	11	EL_Order_EtherEruption_G3_Earth	0	1	FALSE
201018	12	EL_Order_ShadowEruption_G3_Earth	0	1	FALSE
201018	13	EL_Stigma_Order_EtherEmission_G3_Earth	0	1	FALSE
201018	14	EL_Stigma_Order_EtherImpact_G3_Earth	0	1	FALSE
201018	15	EL_Stigma_Order_DestructImpact_G3_Earth	0	1	FALSE
201018	16	EL_EternalShield_G3_Earth	0	1	FALSE
201018	17	EL_Order_Omen_G3_Earth	0	1	FALSE
201018	18	EL_Order_Pet_WideTaunt_G3_Earth	0	1	FALSE
201018	19	EL_Order_Explode_G3_Earth	0	1	FALSE
201019	0	Order_Decaying_G3_Earth	0	1	FALSE
201019	1	Order_ElementalField_G3_Earth	0	1	FALSE
201019	2	Order_Assail_G3_Earth	0	1	FALSE
201019	3	EL_Order_Protect_G3_Earth	0	1	FALSE
201019	4	EL_Pet_ElementalShock_G3_Earth	0	1	FALSE
201019	5	EL_Pet_ElementalTaunt_G3_Earth	0	1	FALSE
201019	6	EL_Pet_ElementalWraith_G3_Earth	0	1	FALSE
201019	7	EL_Pet_Interupt_G3_Earth	0	1	FALSE
201019	8	EL_Order_Sacrifice_G3_Earth	0	1	FALSE
201019	9	EL_Order_EtherEmission_G3_Earth	0	1	FALSE
201019	10	EL_Order_EtherImpact_G3_Earth	0	1	FALSE
201019	11	EL_Order_EtherEruption_G3_Earth	0	1	FALSE
201019	12	EL_Order_ShadowEruption_G3_Earth	0	1	FALSE
201019	13	EL_Stigma_Order_EtherEmission_G3_Earth	0	1	FALSE
201019	14	EL_Stigma_Order_EtherImpact_G3_Earth	0	1	FALSE
201019	15	EL_Stigma_Order_DestructImpact_G3_Earth	0	1	FALSE
201019	16	EL_EternalShield_G3_Earth	0	1	FALSE
201019	17	EL_Order_Omen_G3_Earth	0	1	FALSE
201019	18	EL_Order_Pet_WideTaunt_G3_Earth	0	1	FALSE
201019	19	EL_Order_Explode_G3_Earth	0	1	FALSE
201020	0	Order_Decaying_G3_Air	0	1	FALSE
201020	1	Order_ElementalField_G3_Air	0	1	FALSE
201020	2	Order_Assail_G3_Air	0	1	FALSE
201020	3	EL_Order_Protect_G3_Air	0	1	FALSE
201020	4	EL_Pet_ElementalShock_G3_Air	0	1	FALSE
201020	5	EL_Pet_ElementalTaunt_G3_Air	0	1	FALSE
201020	6	EL_Pet_ElementalWraith_G3_Air	0	1	FALSE
201020	7	EL_Pet_Interupt_G3_Air	0	1	FALSE
201020	8	EL_Order_Sacrifice_G3_Air	0	1	FALSE
201020	9	EL_Order_EtherEmission_G3_Air	0	1	FALSE
201020	10	EL_Order_EtherImpact_G3_Air	0	1	FALSE
201020	11	EL_Order_EtherEruption_G3_Air	0	1	FALSE
201020	12	EL_Order_ShadowEruption_G3_Air	0	1	FALSE
201020	13	EL_Stigma_Order_EtherEmission_G3_Air	0	1	FALSE
201020	14	EL_Stigma_Order_EtherImpact_G3_Air	0	1	FALSE
201020	15	EL_Stigma_Order_DestructImpact_G3_Air	0	1	FALSE
201020	16	EL_EternalShield_G3_Air	0	1	FALSE
201020	17	EL_Order_Omen_G3_Air	0	1	FALSE
201020	18	EL_Order_Pet_WideTaunt_G3_Air	0	1	FALSE
201020	19	EL_Order_Explode_G3_Air	0	1	FALSE
201021	0	Order_Decaying_G3_Air	0	1	FALSE
201021	1	Order_ElementalField_G3_Air	0	1	FALSE
201021	2	Order_Assail_G3_Air	0	1	FALSE
201021	3	EL_Order_Protect_G3_Air	0	1	FALSE
201021	4	EL_Pet_ElementalShock_G3_Air	0	1	FALSE
201021	5	EL_Pet_ElementalTaunt_G3_Air	0	1	FALSE
201021	6	EL_Pet_ElementalWraith_G3_Air	0	1	FALSE
201021	7	EL_Pet_Interupt_G3_Air	0	1	FALSE
201021	8	EL_Order_Sacrifice_G3_Air	0	1	FALSE
201021	9	EL_Order_EtherEmission_G3_Air	0	1	FALSE
201021	10	EL_Order_EtherImpact_G3_Air	0	1	FALSE
201021	11	EL_Order_EtherEruption_G3_Air	0	1	FALSE
201021	12	EL_Order_ShadowEruption_G3_Air	0	1	FALSE
201021	13	EL_Stigma_Order_EtherEmission_G3_Air	0	1	FALSE
201021	14	EL_Stigma_Order_EtherImpact_G3_Air	0	1	FALSE
201021	15	EL_Stigma_Order_DestructImpact_G3_Air	0	1	FALSE
201021	16	EL_EternalShield_G3_Air	0	1	FALSE
201021	17	EL_Order_Omen_G3_Air	0	1	FALSE
201021	18	EL_Order_Pet_WideTaunt_G3_Air	0	1	FALSE
201021	19	EL_Order_Explode_G3_Air	0	1	FALSE
201022	0	Order_Decaying_G1_Fire	0	1	FALSE
201022	1	Order_ElementalField_G1_Fire	0	1	FALSE
201022	2	Order_Assail_G1_Fire	0	1	FALSE
201022	3	EL_Order_Protect_G1_Fire	0	1	FALSE
201022	4	EL_Pet_ElementalShock_G1_Fire	0	1	FALSE
201022	5	EL_Pet_ElementalTaunt_G1_Fire	0	1	FALSE
201022	6	EL_Pet_ElementalWraith_G1_Fire	0	1	FALSE
201022	7	EL_Pet_Interupt_G1_Fire	0	1	FALSE
201022	8	EL_Order_Sacrifice_G1_Fire	0	1	FALSE
201022	9	EL_Order_EtherEmission_G1_Fire	0	1	FALSE
201022	10	EL_Order_EtherImpact_G1_Fire	0	1	FALSE
201022	11	EL_Order_EtherEruption_G1_Fire	0	1	FALSE
201022	12	EL_Order_ShadowEruption_G1_Fire	0	1	FALSE
201022	13	EL_Stigma_Order_EtherEmission_G1_Fire	0	1	FALSE
201022	14	EL_Stigma_Order_EtherImpact_G1_Fire	0	1	FALSE
201022	15	EL_Stigma_Order_DestructImpact_G1_Fire	0	1	FALSE
201022	16	EL_EternalShield_G1_Fire	0	1	FALSE
201022	17	EL_Order_Omen_G1_Fire	0	1	FALSE
201022	18	EL_Order_Pet_WideTaunt_G1_Fire	0	1	FALSE
201022	19	EL_Order_Explode_G1_Fire	0	1	FALSE
201023	0	Order_Decaying_G1_Fire	0	1	FALSE
201023	1	Order_ElementalField_G1_Fire	0	1	FALSE
201023	2	Order_Assail_G1_Fire	0	1	FALSE
201023	3	EL_Order_Protect_G1_Fire	0	1	FALSE
201023	4	EL_Pet_ElementalShock_G1_Fire	0	1	FALSE
201023	5	EL_Pet_ElementalTaunt_G1_Fire	0	1	FALSE
201023	6	EL_Pet_ElementalWraith_G1_Fire	0	1	FALSE
201023	7	EL_Pet_Interupt_G1_Fire	0	1	FALSE
201023	8	EL_Order_Sacrifice_G1_Fire	0	1	FALSE
201023	9	EL_Order_EtherEmission_G1_Fire	0	1	FALSE
201023	10	EL_Order_EtherImpact_G1_Fire	0	1	FALSE
201023	11	EL_Order_EtherEruption_G1_Fire	0	1	FALSE
201023	12	EL_Order_ShadowEruption_G1_Fire	0	1	FALSE
201023	13	EL_Stigma_Order_EtherEmission_G1_Fire	0	1	FALSE
201023	14	EL_Stigma_Order_EtherImpact_G1_Fire	0	1	FALSE
201023	15	EL_Stigma_Order_DestructImpact_G1_Fire	0	1	FALSE
201023	16	EL_EternalShield_G1_Fire	0	1	FALSE
201023	17	EL_Order_Omen_G1_Fire	0	1	FALSE
201023	18	EL_Order_Pet_WideTaunt_G1_Fire	0	1	FALSE
201023	19	EL_Order_Explode_G1_Fire	0	1	FALSE
201024	0	Order_Decaying_G1_Water	0	1	FALSE
201024	1	Order_ElementalField_G1_Water	0	1	FALSE
201024	2	Order_Assail_G1_Water	0	1	FALSE
201024	3	EL_Order_Protect_G1_Water	0	1	FALSE
201024	4	EL_Pet_ElementalShock_G1_Water	0	1	FALSE
201024	5	EL_Pet_ElementalTaunt_G1_Water	0	1	FALSE
201024	6	EL_Pet_ElementalWraith_G1_Water	0	1	FALSE
201024	7	EL_Pet_Interupt_G1_Water	0	1	FALSE
201024	8	EL_Order_Sacrifice_G1_Water	0	1	FALSE
201024	9	EL_Order_EtherEmission_G1_Water	0	1	FALSE
201024	10	EL_Order_EtherImpact_G1_Water	0	1	FALSE
201024	11	EL_Order_EtherEruption_G1_Water	0	1	FALSE
201024	12	EL_Order_ShadowEruption_G1_Water	0	1	FALSE
201024	13	EL_Stigma_Order_EtherEmission_G1_Water	0	1	FALSE
201024	14	EL_Stigma_Order_EtherImpact_G1_Water	0	1	FALSE
201024	15	EL_Stigma_Order_DestructImpact_G1_Water	0	1	FALSE
201024	16	EL_EternalShield_G1_Water	0	1	FALSE
201024	17	EL_Order_Omen_G1_Water	0	1	FALSE
201024	18	EL_Order_Pet_WideTaunt_G1_Water	0	1	FALSE
201024	19	EL_Order_Explode_G1_Water	0	1	FALSE
201025	0	Order_Decaying_G1_Water	0	1	FALSE
201025	1	Order_ElementalField_G1_Water	0	1	FALSE
201025	2	Order_Assail_G1_Water	0	1	FALSE
201025	3	EL_Order_Protect_G1_Water	0	1	FALSE
201025	4	EL_Pet_ElementalShock_G1_Water	0	1	FALSE
201025	5	EL_Pet_ElementalTaunt_G1_Water	0	1	FALSE
201025	6	EL_Pet_ElementalWraith_G1_Water	0	1	FALSE
201025	7	EL_Pet_Interupt_G1_Water	0	1	FALSE
201025	8	EL_Order_Sacrifice_G1_Water	0	1	FALSE
201025	9	EL_Order_EtherEmission_G1_Water	0	1	FALSE
201025	10	EL_Order_EtherImpact_G1_Water	0	1	FALSE
201025	11	EL_Order_EtherEruption_G1_Water	0	1	FALSE
201025	12	EL_Order_ShadowEruption_G1_Water	0	1	FALSE
201025	13	EL_Stigma_Order_EtherEmission_G1_Water	0	1	FALSE
201025	14	EL_Stigma_Order_EtherImpact_G1_Water	0	1	FALSE
201025	15	EL_Stigma_Order_DestructImpact_G1_Water	0	1	FALSE
201025	16	EL_EternalShield_G1_Water	0	1	FALSE
201025	17	EL_Order_Omen_G1_Water	0	1	FALSE
201025	18	EL_Order_Pet_WideTaunt_G1_Water	0	1	FALSE
201025	19	EL_Order_Explode_G1_Water	0	1	FALSE
201026	0	Order_Decaying_G2_Water	0	1	FALSE
201026	1	Order_ElementalField_G2_Water	0	1	FALSE
201026	2	Order_Assail_G2_Water	0	1	FALSE
201026	3	EL_Order_Protect_G2_Water	0	1	FALSE
201026	4	EL_Pet_ElementalShock_G2_Water	0	1	FALSE
201026	5	EL_Pet_ElementalTaunt_G2_Water	0	1	FALSE
201026	6	EL_Pet_ElementalWraith_G2_Water	0	1	FALSE
201026	7	EL_Pet_Interupt_G2_Water	0	1	FALSE
201026	8	EL_Order_Sacrifice_G2_Water	0	1	FALSE
201026	9	EL_Order_EtherEmission_G2_Water	0	1	FALSE
201026	10	EL_Order_EtherImpact_G2_Water	0	1	FALSE
201026	11	EL_Order_EtherEruption_G2_Water	0	1	FALSE
201026	12	EL_Order_ShadowEruption_G2_Water	0	1	FALSE
201026	13	EL_Stigma_Order_EtherEmission_G2_Water	0	1	FALSE
201026	14	EL_Stigma_Order_EtherImpact_G2_Water	0	1	FALSE
201026	15	EL_Stigma_Order_DestructImpact_G2_Water	0	1	FALSE
201026	16	EL_EternalShield_G2_Water	0	1	FALSE
201026	17	EL_Order_Omen_G2_Water	0	1	FALSE
201026	18	EL_Order_Pet_WideTaunt_G2_Water	0	1	FALSE
201026	19	EL_Order_Explode_G2_Water	0	1	FALSE
201027	0	Order_Decaying_G2_Water	0	1	FALSE
201027	1	Order_ElementalField_G2_Water	0	1	FALSE
201027	2	Order_Assail_G2_Water	0	1	FALSE
201027	3	EL_Order_Protect_G2_Water	0	1	FALSE
201027	4	EL_Pet_ElementalShock_G2_Water	0	1	FALSE
201027	5	EL_Pet_ElementalTaunt_G2_Water	0	1	FALSE
201027	6	EL_Pet_ElementalWraith_G2_Water	0	1	FALSE
201027	7	EL_Pet_Interupt_G2_Water	0	1	FALSE
201027	8	EL_Order_Sacrifice_G2_Water	0	1	FALSE
201027	9	EL_Order_EtherEmission_G2_Water	0	1	FALSE
201027	10	EL_Order_EtherImpact_G2_Water	0	1	FALSE
201027	11	EL_Order_EtherEruption_G2_Water	0	1	FALSE
201027	12	EL_Order_ShadowEruption_G2_Water	0	1	FALSE
201027	13	EL_Stigma_Order_EtherEmission_G2_Water	0	1	FALSE
201027	14	EL_Stigma_Order_EtherImpact_G2_Water	0	1	FALSE
201027	15	EL_Stigma_Order_DestructImpact_G2_Water	0	1	FALSE
201027	16	EL_EternalShield_G2_Water	0	1	FALSE
201027	17	EL_Order_Omen_G2_Water	0	1	FALSE
201027	18	EL_Order_Pet_WideTaunt_G2_Water	0	1	FALSE
201027	19	EL_Order_Explode_G2_Water	0	1	FALSE
201028	0	Order_Decaying_G2_Fire	0	1	FALSE
201028	1	Order_ElementalField_G2_Fire	0	1	FALSE
201028	2	Order_Assail_G2_Fire	0	1	FALSE
201028	3	EL_Order_Protect_G2_Fire	0	1	FALSE
201028	4	EL_Pet_ElementalShock_G2_Fire	0	1	FALSE
201028	5	EL_Pet_ElementalTaunt_G2_Fire	0	1	FALSE
201028	6	EL_Pet_ElementalWraith_G2_Fire	0	1	FALSE
201028	7	EL_Pet_Interupt_G2_Fire	0	1	FALSE
201028	8	EL_Order_Sacrifice_G2_Fire	0	1	FALSE
201028	9	EL_Order_EtherEmission_G2_Fire	0	1	FALSE
201028	10	EL_Order_EtherImpact_G2_Fire	0	1	FALSE
201028	11	EL_Order_EtherEruption_G2_Fire	0	1	FALSE
201028	12	EL_Order_ShadowEruption_G2_Fire	0	1	FALSE
201028	13	EL_Stigma_Order_EtherEmission_G2_Fire	0	1	FALSE
201028	14	EL_Stigma_Order_EtherImpact_G2_Fire	0	1	FALSE
201028	15	EL_Stigma_Order_DestructImpact_G2_Fire	0	1	FALSE
201028	16	EL_EternalShield_G2_Fire	0	1	FALSE
201028	17	EL_Order_Omen_G2_Fire	0	1	FALSE
201028	18	EL_Order_Pet_WideTaunt_G2_Fire	0	1	FALSE
201028	19	EL_Order_Explode_G2_Fire	0	1	FALSE
201029	0	Order_Decaying_G2_Fire	0	1	FALSE
201029	1	Order_ElementalField_G2_Fire	0	1	FALSE
201029	2	Order_Assail_G2_Fire	0	1	FALSE
201029	3	EL_Order_Protect_G2_Fire	0	1	FALSE
201029	4	EL_Pet_ElementalShock_G2_Fire	0	1	FALSE
201029	5	EL_Pet_ElementalTaunt_G2_Fire	0	1	FALSE
201029	6	EL_Pet_ElementalWraith_G2_Fire	0	1	FALSE
201029	7	EL_Pet_Interupt_G2_Fire	0	1	FALSE
201029	8	EL_Order_Sacrifice_G2_Fire	0	1	FALSE
201029	9	EL_Order_EtherEmission_G2_Fire	0	1	FALSE
201029	10	EL_Order_EtherImpact_G2_Fire	0	1	FALSE
201029	11	EL_Order_EtherEruption_G2_Fire	0	1	FALSE
201029	12	EL_Order_ShadowEruption_G2_Fire	0	1	FALSE
201029	13	EL_Stigma_Order_EtherEmission_G2_Fire	0	1	FALSE
201029	14	EL_Stigma_Order_EtherImpact_G2_Fire	0	1	FALSE
201029	15	EL_Stigma_Order_DestructImpact_G2_Fire	0	1	FALSE
201029	16	EL_EternalShield_G2_Fire	0	1	FALSE
201029	17	EL_Order_Omen_G2_Fire	0	1	FALSE
201029	18	EL_Order_Pet_WideTaunt_G2_Fire	0	1	FALSE
201029	19	EL_Order_Explode_G2_Fire	0	1	FALSE
201030	0	Order_Decaying_G3_Fire	0	1	FALSE
201030	1	Order_ElementalField_G3_Fire	0	1	FALSE
201030	2	Order_Assail_G3_Fire	0	1	FALSE
201030	3	EL_Order_Protect_G3_Fire	0	1	FALSE
201030	4	EL_Pet_ElementalShock_G3_Fire	0	1	FALSE
201030	5	EL_Pet_ElementalTaunt_G3_Fire	0	1	FALSE
201030	6	EL_Pet_ElementalWraith_G3_Fire	0	1	FALSE
201030	7	EL_Pet_Interupt_G3_Fire	0	1	FALSE
201030	8	EL_Order_Sacrifice_G3_Fire	0	1	FALSE
201030	9	EL_Order_EtherEmission_G3_Fire	0	1	FALSE
201030	10	EL_Order_EtherImpact_G3_Fire	0	1	FALSE
201030	11	EL_Order_EtherEruption_G3_Fire	0	1	FALSE
201030	12	EL_Order_ShadowEruption_G3_Fire	0	1	FALSE
201030	13	EL_Stigma_Order_EtherEmission_G3_Fire	0	1	FALSE
201030	14	EL_Stigma_Order_EtherImpact_G3_Fire	0	1	FALSE
