npc	index	skill	level	prob	cooldown
204024	1	16656	29	0	0
204024	2	16623	29	0	0
204024	3	16768	29	0	0
204024	4	16770	29	0	0
204026	0	17720	1	30	0
204033	0	16720	16	0	0
204033	1	16517	16	0	0
204033	2	16791	16	10	0
204034	0	16720	16	0	0
204034	1	16517	16	0	0
204034	2	16791	16	10	0
204035	0	16720	16	0	0
204035	1	16517	16	0	0
204035	2	16791	16	10	0
204301	0	17165	36	0	0
204301	1	17071	36	0	0
204301	2	17075	36	0	0
204301	3	17070	36	0	0
204301	4	17074	36	0	0
204301	5	17069	36	0	0
204301	6	17073	36	0	0
204301	7	17068	36	0	0
204301	8	17072	36	0	0
204301	9	17076	36	0	0
204301	10	17146	36	100	0
204303	0	17134	41	0	0
204303	1	17124	41	0	0
204303	2	17133	41	0	0
204303	3	17129	41	0	0
204303	4	17290	41	0	0
204303	5	17137	41	0	0
204303	6	17135	41	0	0
204303	7	17136	41	0	0
204303	8	17122	41	0	0
204303	9	17121	41	0	0
204303	10	17160	41	100	0
204303	11	17215	41	0	0
204303	12	17217	41	0	0
204304	0	17118	41	0	0
204304	1	17115	41	0	0
204304	2	17120	41	0	0
204304	3	17198	41	0	0
204304	4	17286	41	0	0
204304	5	17288	41	0	0
204304	6	17108	41	0	0
204304	7	17287	41	0	0
204304	8	17155	41	100	0
204342	0	17061	36	0	0
204342	1	17066	36	0	0
204342	2	17067	36	0	0
204342	3	17283	36	0	0
204342	4	17081	36	0	0
204342	5	17082	36	0	0
204342	6	17282	36	0	0
204342	7	17281	36	0	0
204342	8	17145	36	100	0
204361	0	16913	34	0	0
204361	1	16631	34	0	0
204361	2	16934	34	15	0
204387	0	16580	31	0	0
204387	1	16578	31	0	0
204387	2	16639	31	0	0
204387	3	16392	31	0	0
204388	0	16742	34	0	0
204388	1	16856	34	0	0
204388	2	16608	34	0	0
204388	3	16602	34	0	0
204390	0	16519	29	15	0
204390	1	16608	29	0	0
204400	0	16979	31	0	0
204400	1	16857	31	0	0
204400	2	16618	31	0	0
204400	3	16671	31	0	0
204403	0	16531	1	0	0
204407	0	17065	36	0	0
204407	1	17177	36	0	0
204407	2	17178	36	0	0
204407	3	17176	36	0	0
204407	4	17173	36	0	0
204407	5	17166	36	0	0
204407	6	17167	36	6	0
204407	7	17143	36	100	0
204423	0	16580	32	0	0
204423	1	16578	32	0	0
204423	2	16639	32	0	0
204423	3	16392	32	0	0
204432	0	16580	32	0	0
204432	1	16578	32	0	0
204432	2	16639	32	0	0
204432	3	16392	32	0	0
204439	0	16531	43	0	0
204439	1	18354	43	0	0
204439	2	18014	43	100	0
204440	0	16531	43	0	0
204440	1	18354	43	0	0
204440	2	18014	43	100	0
204441	0	16979	34	0	0
204441	1	16981	34	0	0
204441	2	16615	34	0	0
204441	3	16613	34	0	0
204441	4	16522	34	0	0
204442	0	16979	34	0	0
204442	1	16748	34	0	0
204442	2	16622	34	0	0
204442	3	16985	34	0	0
204531	0	17059	41	0	0
204531	1	17179	41	0	0
204531	2	17184	41	0	0
204531	3	17181	41	0	0
204531	4	17193	41	0	0
204531	5	17177	41	0	0
204531	6	17178	41	0	0
204531	7	17191	41	0	0
204531	8	17167	41	0	0
204531	9	17144	41	100	0
204590	0	17061	41	0	0
204590	1	17284	41	0	0
204590	2	17193	41	0	0
204590	3	17180	41	0	0
204590	4	17184	41	0	0
204590	5	17192	41	0	0
204590	6	17182	41	0	0
204590	7	17177	41	0	0
204590	8	17178	41	0	0
204590	9	17167	41	0	0
204590	10	17145	41	100	0
204592	0	17117	41	0	0
204592	1	17108	41	0	0
204592	2	17115	41	0	0
204592	3	17287	41	0	0
204592	4	17114	41	0	0
204592	5	17107	41	0	0
204592	6	17113	41	0	0
204592	7	17154	41	100	0
204605	0	16561	32	0	0
204605	1	16595	32	0	0
204605	2	16588	31	0	0
204654	0	17105	43	0	0
204654	1	17099	43	0	0
204654	2	17106	43	0	0
204654	3	17103	43	0	0
204654	4	17102	43	0	0
204654	5	17150	43	100	0
204700	0	17061	36	0	0
204700	1	17066	36	0	0
204700	2	17067	36	0	0
204700	3	17283	36	0	0
204700	4	17081	36	0	0
204700	5	17082	36	0	0
204700	6	17282	36	0	0
204700	7	17281	36	0	0
204700	8	17145	36	100	0
204701	0	17134	44	0	0
204701	1	17124	44	0	0
204701	2	17133	44	0	0
204701	3	17129	44	0	0
204701	4	17290	44	0	0
204701	5	17137	44	0	0
204701	6	17135	44	0	0
204701	7	17136	44	0	0
204701	8	17122	44	0	0
204701	9	17121	44	0	0
204701	10	17160	44	100	0
204701	11	17215	44	0	0
204701	12	17217	44	0	0
204702	0	17165	46	0	0
204702	1	17071	46	0	0
204702	2	17075	46	0	0
204702	3	17070	46	0	0
204702	4	17074	46	0	0
204702	5	17069	46	0	0
204702	6	17073	46	0	0
204702	7	17068	46	0	0
204702	8	17072	46	0	0
204702	9	17076	46	0	0
204702	10	17146	46	100	0
204703	0	17118	44	0	0
204703	1	17115	44	0	0
204703	2	17120	44	0	0
204703	3	17198	44	0	0
204703	4	17286	44	0	0
204703	5	17288	44	0	0
204703	6	17108	44	0	0
204703	7	17287	44	0	0
204703	8	17155	44	100	0
204704	0	17059	41	0	0
204704	1	17081	41	0	0
204704	2	17082	41	0	0
204704	3	17064	41	0	0
204704	4	17083	41	0	0
204704	5	17078	41	0	0
204704	6	17571	41	0	0
204704	7	17144	41	100	0
204707	0	17105	44	0	0
204707	1	17099	44	0	0
204707	2	17284	44	0	0
204707	3	17106	44	0	0
204707	4	17103	44	0	0
204707	5	17102	44	0	0
204707	6	17285	44	0	0
204707	7	17150	44	100	0
204715	0	18374	41	0	0
204715	1	17215	41	0	0
204715	2	17217	41	0	0
204715	3	17159	41	100	0
204733	0	17059	42	0	0
204733	1	17081	42	0	0
204733	2	17082	42	0	0
204733	3	17064	42	0	0
204733	4	17083	42	0	0
204733	5	17078	42	0	0
204733	6	17571	42	0	0
204733	7	17144	42	100	0
204751	0	17059	41	0	0
204751	1	17081	41	0	0
204751	2	17082	41	0	0
204751	3	17064	41	0	0
204751	4	17083	41	0	0
204751	5	17078	41	0	0
204751	6	17571	41	0	0
204751	7	17144	41	100	0
204759	0	17059	41	0	0
204759	1	17081	41	0	0
204759	2	17082	41	0	0
204759	3	17064	41	0	0
204759	4	17083	41	0	0
204759	5	17078	41	0	0
204759	6	17571	41	0	0
204759	7	17144	41	100	0
204764	0	17105	41	0	0
204764	1	17106	41	0	0
204764	2	17102	41	0	0
204764	3	17099	41	0	0
204764	4	17104	41	0	0
204764	5	17149	41	100	0
204765	0	17105	41	0	0
204765	1	17106	41	0	0
204765	2	17102	41	0	0
204765	3	17099	41	0	0
204765	4	17104	41	0	0
204765	5	17149	41	100	0
204773	0	17059	41	0	0
204773	1	17179	41	0	0
204773	2	17184	41	0	0
204773	3	17181	41	0	0
204773	4	17193	41	0	0
204773	5	17177	41	0	0
204773	6	17178	41	0	0
204773	7	17191	41	0	0
204773	8	17167	41	0	0
204773	9	17144	41	100	0
204774	0	17061	44	0	0
204774	1	17284	44	0	0
204774	2	17193	44	0	0
204774	3	17180	44	0	0
204774	4	17184	44	0	0
204774	5	17192	44	0	0
204774	6	17182	44	0	0
204774	7	17177	44	0	0
204774	8	17178	44	0	0
204774	9	17167	44	0	0
204774	10	17145	44	100	0
204783	0	17132	41	0	0
204783	1	17133	41	0	0
204783	2	17126	41	0	0
204783	3	17128	41	0	0
204783	4	17122	41	0	0
204783	5	17124	41	0	0
204783	6	17159	41	100	0
204783	7	17213	41	0	0
204783	8	17217	41	0	0
204784	0	17118	41	0	0
204784	1	17115	41	0	0
204784	2	17120	41	0	0
204784	3	17198	41	0	0
204784	4	17286	41	0	0
204784	5	17288	41	0	0
204784	6	17108	41	0	0
204784	7	17287	41	0	0
204784	8	17155	41	100	0
204793	0	16979	34	0	0
204793	1	16981	34	0	0
204793	2	16615	34	0	0
204793	3	16613	34	0	0
204793	4	16522	34	0	0
204794	0	16979	34	0	0
204794	1	16748	34	0	0
204794	2	16622	34	0	0
204794	3	16985	34	0	0
204799	0	17061	41	0	0
204799	1	17066	41	0	0
204799	2	17067	41	0	0
204799	3	17283	41	0	0
204799	4	17081	41	0	0
204799	5	17082	41	0	0
204799	6	17282	41	0	0
204799	7	17281	41	0	0
204799	8	17145	41	100	0
204805	0	17275	34	0	0
204805	1	17276	34	0	0
204805	2	16825	34	0	0
204824	0	17257	36	0	0
204824	1	16532	36	0	0
204826	0	16535	36	0	0
204826	1	16981	36	0	0
204826	2	16522	36	0	0
204826	3	16997	36	0	0
204836	0	16720	16	0	0
204836	1	16517	16	0	0
204836	2	16791	16	10	0
205239	0	17105	44	0	0
205239	1	17099	44	0	0
205239	2	17106	44	0	0
205239	3	17103	44	0	0
205239	4	17102	44	0	0
205239	5	17150	44	100	0
205413	0	16712	37	0	0
205413	1	16931	37	0	0
205413	2	16516	37	100	0
205414	0	16585	37	0	0
205414	1	16701	37	0	0
205414	2	16577	37	0	0
205414	3	16570	37	100	0
205501	0	17121	24	30	0
205501	1	17123	24	15	0
205501	2	17157	24	100	0
205518	0	17061	44	0	0
205518	1	17066	44	0	0
205518	2	17067	44	0	0
205518	3	17084	44	0	0
205518	4	17081	44	0	0
205518	5	17082	44	0	0
205518	6	17083	44	0	0
205518	7	17145	44	100	0
205535	0	17118	51	0	0
205535	1	17115	51	0	0
205535	2	17120	51	0	0
205535	3	17198	51	0	0
205535	4	17286	51	0	0
205535	5	17288	51	0	0
205535	6	17108	51	0	0
205535	7	17287	51	0	0
205535	8	17155	51	100	0
205558	0	17117	44	0	0
205558	1	17108	44	0	0
205558	2	17115	44	0	0
205558	3	17287	44	0	0
205558	4	17114	44	0	0
205558	5	17107	44	0	0
205558	6	17113	44	0	0
205558	7	17154	44	100	0
205565	0	17065	44	0	0
205565	1	17177	44	0	0
205565	2	17178	44	0	0
205565	3	17176	44	0	0
205565	4	17173	44	0	0
205565	5	17166	44	0	0
205565	6	17167	44	6	0
205565	7	17143	44	100	0
205579	0	20943	60	0	0
205581	0	17134	46	0	0
205581	1	17133	46	0	0
205581	2	17135	46	0	0
205581	3	17136	46	0	0
205581	4	17126	46	0	0
205581	5	17124	46	0	0
205581	6	17122	46	0	0
205581	7	17137	46	0	0
205581	8	17160	46	100	0
205581	9	17214	46	0	0
205581	10	17217	46	0	0
205582	0	17061	46	0	0
205582	1	17066	46	0	0
205582	2	17067	46	0	0
205582	3	17084	46	0	0
205582	4	17081	46	0	0
205582	5	17082	46	0	0
205582	6	17083	46	0	0
205582	7	17145	46	100	0
205583	0	17134	46	0	0
205583	1	17133	46	0	0
205583	2	17135	46	0	0
205583	3	17136	46	0	0
205583	4	17126	46	0	0
205583	5	17124	46	0	0
205583	6	17122	46	0	0
205583	7	17137	46	0	0
205583	8	17160	46	100	0
205583	9	17214	46	0	0
205583	10	17217	46	0	0
205584	0	17061	46	0	0
205584	1	17066	46	0	0
205584	2	17067	46	0	0
205584	3	17084	46	0	0
205584	4	17081	46	0	0
205584	5	17082	46	0	0
205584	6	17083	46	0	0
205584	7	17145	46	100	0
205600	0	17061	45	0	0
205600	1	17066	45	0	0
205600	2	17067	45	0	0
205600	3	17084	45	0	0
205600	4	17081	45	0	0
205600	5	17082	45	0	0
205600	6	17083	45	0	0
205600	7	17145	45	100	0
205617	0	17134	51	0	0
205617	1	17124	51	0	0
205617	2	17133	51	0	0
205617	3	17129	51	0	0
205617	4	17290	51	0	0
205617	5	17137	51	0	0
205617	6	17135	51	0	0
205617	7	17136	51	0	0
205617	8	17122	51	0	0
205617	9	17121	51	0	0
205617	10	17160	51	100	0
205617	11	17215	51	0	0
205617	12	17217	51	0	0
205639	0	17117	44	0	0
205639	1	17108	44	0	0
205639	2	17115	44	0	0
205639	3	17287	44	0	0
205639	4	17114	44	0	0
205639	5	17107	44	0	0
205639	6	17113	44	0	0
205639	7	17154	44	100	0
206231	0	20477	60	0	0
206232	0	20477	60	0	0
206233	0	20477	60	0	0
206234	0	20477	60	0	0
206235	0	20477	60	0	0
206294	0	21130	18	0	0
206299	0	20784	1	0	0
206301	0	21123	1	0	0
206360	0	17058	25	0	0
206360	1	17168	25	0	0
206360	2	17166	25	0	0
206360	3	17167	25	0	0
206360	4	17142	25	100	0
206383	0	21433	1	0	0
207037	0	20408	55	0	0
207039	0	20399	1	0	0
207041	0	20363	55	0	0
207047	0	20400	55	0	0
207049	0	18465	55	0	0
207050	0	18464	55	0	0
207100	0	20670	1	0	0
207101	0	20068	50	0	0
207102	0	20068	50	0	0
207103	0	20070	50	0	0
207104	0	20070	50	0	0
207105	0	20070	50	0	0
207111	0	20580	10	0	0
207118	0	20673	1	0	0
207119	0	20673	1	0	0
207120	0	20670	1	0	0
207127	0	21516	56	0	0
207128	0	20767	75	0	0
207129	0	20767	75	0	0
207500	0	17230	21	30	0
207500	1	17078	21	15	0
207500	2	17142	21	100	0
207501	0	17098	21	30	0
207501	1	17099	21	15	0
207501	2	17147	21	100	0
207502	0	17107	21	30	0
207502	1	17115	21	15	0
207502	2	17152	21	100	0
207503	0	17121	21	30	0
207503	1	17123	21	15	0
207503	2	17157	21	100	0
207504	0	16560	21	0	0
207505	0	17058	21	0	0
207505	1	17078	21	0	0
207505	2	17077	21	0	0
207505	3	17142	21	100	0
207506	0	17100	21	0	0
207506	1	17099	21	0	0
207506	2	17098	21	0	0
207506	3	17147	21	100	0
207507	0	17109	21	0	0
207507	1	17115	21	0	0
207507	2	17107	21	0	0
207507	3	17152	21	100	0
207508	0	17123	21	0	0
207508	1	17126	21	0	0
207508	2	17121	21	0	0
207508	3	17157	21	100	0
207508	4	17125	21	0	0
207508	5	17217	21	0	0
207509	0	17065	21	0	0
207509	1	17078	21	0	0
207509	2	17080	21	0	0
207509	3	17083	21	0	0
207509	4	17230	21	0	0
207509	5	17143	21	100	0
207510	0	17059	21	0	0
207510	1	17081	21	0	0
207510	2	17082	21	0	0
207510	3	17064	21	0	0
207510	4	17083	21	0	0
207510	5	17078	21	0	0
207510	6	17571	21	0	0
207510	7	17144	21	100	0
207511	0	17061	21	0	0
207511	1	17066	21	0	0
207511	2	17067	21	0	0
207511	3	17084	21	0	0
207511	4	17081	21	0	0
207511	5	17082	21	0	0
207511	6	17083	21	0	0
207511	7	17145	21	100	0
207512	0	17165	21	0	0
207512	1	17071	21	0	0
207512	2	17075	21	0	0
207512	3	17070	21	0	0
207512	4	17074	21	0	0
207512	5	17069	21	0	0
207512	6	17073	21	0	0
207512	7	17068	21	0	0
207512	8	17072	21	0	0
207512	9	17076	21	0	0
207512	10	17146	21	100	0
207513	0	17101	21	0	0
207513	1	17102	21	0	0
207513	2	17104	21	0	0
207513	3	17099	21	0	0
207513	4	17098	21	0	0
207513	5	17148	21	100	0
207514	0	17105	21	0	0
207514	1	17106	21	0	0
207514	2	17102	21	0	0
207514	3	17099	21	0	0
207514	4	17104	21	0	0
207514	5	17149	21	100	0
207515	0	17105	21	0	0
207515	1	17099	21	0	0
207515	2	17106	21	0	0
207515	3	17103	21	0	0
207515	4	17102	21	0	0
207515	5	17150	21	100	0
207517	0	17110	21	0	0
207517	1	17115	21	0	0
207517	2	17113	21	0	0
207517	3	17108	21	0	0
207517	4	17107	21	0	0
207517	5	17153	21	100	0
207518	0	17117	21	0	0
207518	1	17108	21	0	0
207518	2	17115	21	0	0
207518	3	17287	21	0	0
207518	4	17114	21	0	0
207518	5	17107	21	0	0
207518	6	17113	21	0	0
207518	7	17154	21	100	0
207519	0	17117	21	0	0
207519	1	17108	21	0	0
207519	2	17115	21	0	0
207519	3	17287	21	0	0
207519	4	17114	21	0	0
207519	5	17107	21	0	0
207519	6	17113	21	0	0
207519	7	17154	21	100	0
207520	0	17198	21	0	0
207520	1	17202	21	0	0
207520	2	17209	21	0	0
207520	3	17201	21	0	0
207520	4	17207	21	0	0
207520	5	17200	21	0	0
207520	6	17206	21	0	0
207520	7	17199	21	0	0
207520	8	17204	21	0	0
207520	9	17205	21	0	0
207520	10	17156	21	100	0
207520	11	17203	21	100	0
207521	0	17131	21	0	0
207521	1	17126	21	0	0
207521	2	17135	21	0	0
207521	3	17124	21	0	0
207521	4	17121	21	0	0
207521	5	17158	21	100	0
207521	6	17212	21	0	0
207521	7	17217	21	0	0
207522	0	17132	21	0	0
207522	1	17133	21	0	0
207522	2	17126	21	0	0
207522	3	17128	21	0	0
207522	4	17122	21	0	0
207522	5	17124	21	0	0
207522	6	17159	21	100	0
207522	7	17213	21	0	0
207522	8	17217	21	0	0
207523	0	17134	21	0	0
207523	1	17133	21	0	0
207523	2	17135	21	0	0
207523	3	17136	21	0	0
207523	4	17126	21	0	0
207523	5	17124	21	0	0
207523	6	17122	21	0	0
207523	7	17137	21	0	0
207523	8	17160	21	100	0
207523	9	17214	21	0	0
207523	10	17217	21	0	0
207525	0	17138	21	0	0
207526	0	17139	21	0	0
207527	0	17140	21	0	0
207528	0	17141	21	0	0
207529	0	17166	21	30	0
207529	1	17168	21	15	0
207529	2	17142	21	100	0
207530	0	17058	21	0	0
207530	1	17168	21	0	0
207530	2	17166	21	0	0
207530	3	17167	21	0	0
207530	4	17142	21	100	0
207531	0	17065	21	0	0
207531	1	17177	21	0	0
207531	2	17178	21	0	0
207531	3	17176	21	0	0
207531	4	17173	21	0	0
207531	5	17166	21	0	0
207531	6	17167	21	6	0
207531	7	17143	21	100	0
207532	0	17059	21	0	0
207532	1	17179	21	0	0
207532	2	17184	21	0	0
207532	3	17181	21	0	0
207532	4	17193	21	0	0
207532	5	17177	21	0	0
207532	6	17178	21	0	0
207532	7	17191	21	0	0
207532	8	17167	21	0	0
207532	9	17144	21	100	0
207533	0	17061	21	0	0
207533	1	17180	21	0	0
207533	2	17184	21	0	0
207533	3	17192	21	0	0
207533	4	17182	21	0	0
207533	5	17193	21	0	0
207533	6	17179	21	0	0
207533	7	17181	21	0	0
207533	8	17177	21	0	0
207533	9	17178	21	0	0
207533	10	17167	21	12	0
207533	11	17145	21	100	0
207535	0	17077	21	0	0
207535	1	17080	21	0	0
207535	2	17143	21	100	0
207536	0	17098	21	0	0
207536	1	17099	21	0	0
207536	2	17148	21	100	0
207537	0	17113	21	0	0
207537	1	17115	21	0	0
207537	2	17153	21	100	0
207538	0	17124	21	0	0
207538	1	17128	21	0	0
207538	2	17158	21	100	0
207538	3	17211	21	0	0
207543	0	17139	36	0	0
207544	0	17140	36	0	0
207545	0	17077	36	0	0
207545	1	17080	36	0	0
207545	2	17143	36	100	0
207546	0	17098	36	0	0
207546	1	17099	36	0	0
207546	2	17148	36	100	0
207547	0	17113	36	0	0
207547	1	17115	36	0	0
207547	2	17153	36	100	0
207548	0	17124	36	0	0
207548	1	17128	36	0	0
207548	2	17158	36	100	0
207548	3	17211	36	0	0
207552	0	17065	41	0	0
207552	1	17078	41	0	0
207552	2	17080	41	0	0
207552	3	17083	41	0	0
207552	4	17230	41	0	0
207552	5	17143	41	100	0
207554	0	17061	41	0	0
207554	1	17066	41	0	0
207554	2	17067	41	0	0
207554	3	17084	41	0	0
207554	4	17081	41	0	0
207554	5	17082	41	0	0
207554	6	17083	41	0	0
207554	7	17145	41	100	0
207555	0	17101	41	0	0
207555	1	17102	41	0	0
207555	2	17104	41	0	0
207555	3	17099	41	0	0
207555	4	17098	41	0	0
207555	5	17148	41	100	0
207558	0	17065	41	0	0
207558	1	17177	41	0	0
207558	2	17178	41	0	0
207558	3	17176	41	0	0
207558	4	17173	41	0	0
207558	5	17166	41	0	0
207558	6	17167	41	6	0
207558	7	17143	41	100	0
207561	0	17110	41	0	0
207561	1	17115	41	0	0
207561	2	17113	41	0	0
207561	3	17108	41	0	0
207561	4	17107	41	0	0
207561	5	17153	41	100	0
207564	0	17131	41	0	0
207564	1	17126	41	0	0
207564	2	17135	41	0	0
207564	3	17124	41	0	0
207564	4	17121	41	0	0
207564	5	17158	41	100	0
207564	6	17212	41	0	0
207564	7	17217	41	0	0
207566	0	17134	41	0	0
207566	1	17124	41	0	0
207566	2	17133	41	0	0
207566	3	17129	41	0	0
207566	4	17290	41	0	0
207566	5	17137	41	0	0
207566	6	17135	41	0	0
207566	7	17136	41	0	0
207566	8	17122	41	0	0
207566	9	17121	41	0	0
207566	10	17160	41	100	0
207566	11	17215	41	0	0
207566	12	17217	41	0	0
207567	0	17065	41	0	0
207567	1	17078	41	0	0
207567	2	17080	41	0	0
207567	3	17083	41	0	0
207567	4	17230	41	0	0
207567	5	17143	41	100	0
207570	0	17101	41	0	0
207570	1	17102	41	0	0
207570	2	17104	41	0	0
207570	3	17099	41	0	0
207570	4	17098	41	0	0
207570	5	17148	41	100	0
207573	0	17065	41	0	0
207573	1	17177	41	0	0
207573	2	17178	41	0	0
207573	3	17176	41	0	0
207573	4	17173	41	0	0
207573	5	17166	41	0	0
207573	6	17167	41	6	0
207573	7	17143	41	100	0
207576	0	17110	41	0	0
207576	1	17115	41	0	0
207576	2	17113	41	0	0
207576	3	17108	41	0	0
207576	4	17107	41	0	0
207576	5	17153	41	100	0
207579	0	17131	41	0	0
207579	1	17126	41	0	0
